symbol,pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple,stop_dist_atr
GOLD,-2.2744551346407063,STOP,9,2020-03-03 16:54:00,2020-03-03 19:12:00,1655.5,1632.9653999999998,-1.2355533684210562,1.2900789109335
SILVER,-3.6407144385498222,STOP_SAME,0,2020-03-03 19:32:00,2020-03-03 19:37:00,17.17,17.102880000000003,-2.027857599999955,0.3611379309737221
SILVER,-3.937840131303178,STOP,1,2020-03-03 21:17:00,2020-03-03 21:38:00,17.18,17.12286,-2.286071500000059,0.3314209533219339
GOLD,1.9653010739847951,TARGET,5,2020-03-03 20:48:00,2020-03-03 23:12:00,1644.8,1658.6,1.140934782608685,0.537780220964132
GOLD,2.0607141956819577,TARGET,1,2020-03-03 23:08:00,2020-03-03 23:17:00,1651.6499999999999,1669.725,1.2243672199170206,0.7039707901498892
SILVER,-3.9509211788364302,STOP,3,2020-03-04 02:42:00,2020-03-04 03:25:00,17.25,17.192790000000002,-2.291319749999993,0.4677104655034467
SILVER,-3.3492243649510627,STOP,1,2020-03-04 05:15:00,2020-03-04 05:35:00,17.3,17.23275,-2.0356549999999984,0.8234316656241661
GOLD,-1.958811718793592,STOP,30,2020-03-03 23:17:00,2020-03-04 07:03:00,1675.0,1636.9614,-1.1360044340659337,1.416780070685284
GOLD,-2.0487404681607466,STOP,12,2020-03-04 10:32:00,2020-03-04 13:38:00,1655.0,1638.4598999999998,-1.331111402684567,0.9377666472239484
GOLD,-2.421650604885537,STOP_SAME,0,2020-03-04 17:53:00,2020-03-04 17:53:00,1649.7,1640.0583000000001,-1.6164322874999875,0.6631063734160318
SILVER,-3.9554300873671133,STOP,2,2020-03-05 15:45:00,2020-03-05 16:19:00,17.31,17.26272,-2.7284240000001234,0.468965198654514
SILVER,1.1037472334523442,TARGET,3,2020-03-05 16:45:00,2020-03-05 17:42:00,17.33,17.404999999999994,0.8052999999999606,0.6984995699892511
SILVER,0.4769924672049234,TARGET_SAME,0,2020-03-05 17:31:00,2020-03-05 17:42:00,17.34,17.385,0.3425000000000438,0.5481394569640992
GOLD,1.7895318818582102,TARGET,19,2020-03-05 13:16:00,2020-03-05 18:00:00,1663.8,1682.6999999999998,1.2344047619047602,1.2320335432192995
SILVER,1.4395499475136981,TARGET,7,2020-03-05 18:00:00,2020-03-05 19:53:00,17.41,17.515,1.0010714285714308,1.0677227297631104
SILVER,-0.3586326543513201,TARGET_SAME,0,2020-03-05 19:50:00,2020-03-05 19:53:00,17.43,17.46,-0.24449999999994826,0.40549842605354586
SILVER,-4.002910865265566,STOP_SAME,0,2020-03-05 21:48:00,2020-03-05 21:51:00,17.45,17.40258,-2.742419333333518,0.2167063993484379
SILVER,-4.994905354090617,STOP_SAME,0,2020-03-06 00:04:00,2020-03-06 00:07:00,17.49,17.45253,-3.620626500000027,0.4495715297996004
SILVER,-4.6121040829426905,STOP,1,2020-03-06 09:02:00,2020-03-06 09:15:00,17.38,17.34264,-3.604132000000057,0.48881988375224406
SILVER,-1.7028987927050283,STOP,13,2020-03-06 10:17:00,2020-03-06 13:30:00,17.45,17.312669999999997,-1.4341055833333394,2.3834701674196648
GOLD,-1.8547022532040938,STOP,81,2020-03-05 18:00:00,2020-03-06 15:23:00,1683.1,1664.1342,-1.2897707630057804,1.0934807224668552
GOLD,-1.4172884733435045,STOP,3,2020-03-08 23:33:00,2020-03-09 00:23:00,1712.0,1691.4069,-1.2696564497354463,1.0386302746788143
GOLD,-1.42033228695408,STOP,1,2020-03-09 07:31:00,2020-03-09 07:55:00,1692.0,1673.8245,-1.3055348181818214,1.0661609354512338
SILVER,-1.3575053435464233,STOP,57,2020-03-10 01:17:00,2020-03-10 15:33:00,17.0,16.80318,-1.281239888888885,2.7617626569518596
GOLD,0.784065582359394,TARGET,1,2020-03-11 04:17:00,2020-03-11 04:39:00,1662.8,1669.55,0.7594777777777777,0.6149033815945031
GOLD,-1.6285904970554075,STOP,6,2020-03-11 04:39:00,2020-03-11 06:29:00,1668.3,1657.6407,-1.5539156333333368,1.1637869525616678
GOLD,-2.027584650654155,STOP,1,2020-03-11 06:29:00,2020-03-11 06:30:00,1665.0,1658.34,-1.9966680000000163,0.6842467762689932
SILVER,-1.6855608155338881,STOP,5,2020-03-11 10:43:00,2020-03-11 12:12:00,17.06,16.97301,-1.7289001428571376,2.082225995614544
GOLD,-1.6602053339516136,STOP,9,2020-03-11 10:54:00,2020-03-11 13:26:00,1668.8,1660.0383,-1.7028927183098836,0.7636333690842075
GOLD,-1.2537249544697657,STOP,1,2020-03-11 13:59:00,2020-03-11 14:08:00,1671.8,1657.0413,-1.3807283435114497,1.3121886918021106
GOLD,-1.8830464628955519,STOP_SAME,0,2020-03-13 11:48:00,2020-03-13 11:49:00,1589.1,1583.3151,-2.1326940714286353,0.41807255064388293
GOLD,-1.2003987827955667,STOP,5,2020-03-13 12:15:00,2020-03-13 13:40:00,1590.5,1577.6208000000001,-1.420116884955745,1.1510216943552138
GOLD,-1.1414356434304178,STOP,3,2020-03-17 00:28:00,2020-03-17 01:05:00,1515.6,1502.496,-1.3898358620689604,0.8144945713248193
GOLD,-1.3867684852166182,STOP,6,2020-03-17 04:02:00,2020-03-17 05:33:00,1502.8,1495.2033000000001,-1.7368366065573746,0.5213554367087924
SILVER,-0.8994089777293596,STOP_SAME,0,2020-03-17 07:19:00,2020-03-17 07:27:00,12.96,12.717270000000001,-1.16698813043478,1.5266550217397343
SILVER,0.9150165457201924,TARGET,1,2020-03-17 22:16:00,2020-03-17 22:36:00,12.73,12.865,1.2156111111111108,0.43580355418134387
SILVER,-0.9448068122566378,STOP,7,2020-03-17 23:19:00,2020-03-18 01:00:00,12.89,12.70728,-1.2253957647058815,0.45789911766346697
SILVER,0.8526418531227604,TARGET,11,2020-03-18 01:32:00,2020-03-18 04:29:00,12.77,12.875,1.1336428571428587,0.5572733118157105
SILVER,-1.192085871121782,STOP_SAME,0,2020-03-18 04:31:00,2020-03-18 04:38:00,12.88,12.79719,-1.5498169999999976,0.7501033203447597
GOLD,-0.9578774065699491,STOP,38,2020-03-17 19:15:00,2020-03-18 05:51:00,1538.0,1519.6788000000001,-1.2725523095238047,1.1569065513643872
SILVER,-1.1624676728342793,STOP_SAME,0,2020-03-19 11:22:00,2020-03-19 11:28:00,12.06,11.988,-1.6008000000000022,0.3339237436818481
SILVER,0.8986958163723832,TARGET,1,2020-03-19 15:15:00,2020-03-19 15:31:00,12.1,12.264999999999999,1.2784999999999989,0.5811632080511813
SILVER,-0.9182882463376316,STOP,22,2020-03-19 15:30:00,2020-03-19 22:10:00,12.15214,12.00798,-1.2738014227334626,0.9964651384468628
SILVER,0.4841657743285763,TARGET,1,2020-03-20 00:00:00,2020-03-20 00:27:00,12.14,12.185000000000002,0.6891666666666973,0.3892321818726471
SILVER,0.8190036443000054,TARGET,3,2020-03-20 00:27:00,2020-03-20 01:07:00,12.2,12.304999999999996,1.1499285714285512,0.5480576381941279
GOLD,-0.9928358961363621,STOP,3,2020-03-20 03:39:00,2020-03-20 04:19:00,1495.6,1481.8166999999999,-1.3626598943089523,0.6951879716275454
SILVER,1.010728787620275,TARGET,15,2020-03-20 01:27:00,2020-03-20 05:04:00,12.372359999999999,12.705899999999996,1.387217754991904,2.788932275202545
SILVER,0.9373201023748836,TARGET,2,2020-03-20 07:18:00,2020-03-20 07:45:00,12.76,12.939999999999998,1.2858333333333243,1.1309584119897225
GOLD,-1.231651897440409,STOP_SAME,0,2020-03-20 10:00:00,2020-03-20 10:03:00,1515.4,1506.8916000000002,-1.647241657142848,0.5793725541523426
SILVER,-0.9048663662306051,STOP,14,2020-03-20 07:45:00,2020-03-20 11:20:00,12.942929999999999,12.74724,-1.2101906193625995,1.651615400032014
GOLD,-0.9583051355601537,STOP,8,2020-03-20 10:16:00,2020-03-20 12:20:00,1517.1,1501.6968,-1.3253235107913777,1.0671749770990429
GOLD,-0.8694218502681929,STOP,3,2020-03-20 20:52:00,2020-03-22 22:35:00,1502.0,1483.8147,-1.2677314191616793,1.4042631265268462
SILVER,-0.8675439561106905,STOP_SAME,0,2020-03-23 16:30:00,2020-03-23 16:31:00,13.0,12.85713,-1.2979009999999942,0.8531016924386797
GOLD,0.9412182392667058,TARGET,36,2020-03-23 12:17:00,2020-03-23 22:28:00,1531.9,1582.7500000000002,1.4081224188790562,3.8233189357138366
SILVER,0.8243048534423835,TARGET,1,2020-03-23 22:21:00,2020-03-23 22:34:00,13.4,13.55,1.230500000000008,0.8425097525889806
SILVER,0.8967559009545177,TARGET,3,2020-03-23 22:30:00,2020-03-23 23:29:00,13.44,13.649999999999999,1.3065000000000047,1.0900705264677308
SILVER,0.9122590467867497,TARGET,2,2020-03-23 23:24:00,2020-03-23 23:51:00,13.573559999999999,13.773899999999998,1.2952421383647788,0.9872552090388758
GOLD,0.8941474013807518,TARGET,12,2020-03-23 22:19:00,2020-03-24 01:24:00,1580.1,1609.0499999999997,1.3347590673575067,1.2902337381153828
GOLD,-0.8839878348008057,STOP,17,2020-03-24 01:17:00,2020-03-24 05:35:00,1606.6,1580.418,-1.1938625203252082,1.5928480833559042
GOLD,0.9954844287648204,TARGET,13,2020-03-24 06:36:00,2020-03-24 09:57:00,1605.5,1645.25,1.377330188679245,1.620680680780154
GOLD,1.0089156409649747,TARGET,4,2020-03-24 09:46:00,2020-03-24 10:51:00,1645.1,1680.35,1.3584914893617024,1.3181262364678301
GOLD,-0.8881055544357969,STOP,15,2020-03-24 10:47:00,2020-03-24 14:33:00,1668.0,1636.2621000000001,-1.1641914318936863,1.4987327720512107
SILVER,1.0432879544979932,TARGET,27,2020-03-24 12:45:00,2020-03-24 19:30:00,14.003989999999998,14.324974999999997,1.3676154726856389,1.2786762056391905
GOLD,0.9385530578175869,TARGET,18,2020-03-24 16:30:00,2020-03-24 22:02:00,1660.0,1680.8500000000001,1.2596510791366924,0.697220929437532
GOLD,0.9652682420377151,TARGET,6,2020-03-24 22:00:00,2020-03-24 23:34:00,1673.9722999999997,1692.680749999999,1.2300695902118939,0.8442169045813267
GOLD,-1.1634590889726888,STOP,5,2020-03-24 23:30:00,2020-03-25 00:45:00,1690.1884999999997,1677.2211,-1.4470310138636902,0.8081630201176329
GOLD,-1.0284457353969967,STOP,1,2020-03-25 05:00:00,2020-03-25 05:25:00,1671.2,1653.8445,-1.3172321337579656,1.3145573809288946
SILVER,-1.060646852847851,STOP,6,2020-03-25 05:51:00,2020-03-25 07:24:00,14.57,14.445540000000001,-1.395232181818181,1.0156314804223332
SILVER,0.8378195522802876,TARGET,1,2020-03-25 09:40:00,2020-03-25 09:53:00,14.59,14.71,1.1337500000000114,0.7711214885899528
SILVER,-1.0098130364224907,STOP,4,2020-03-25 09:45:00,2020-03-25 10:49:00,14.66,14.515469999999999,-1.3361959230769258,0.8865441519199853
SILVER,-1.005578624434749,STOP_SAME,0,2020-03-25 22:01:00,2020-03-25 22:13:00,14.77,14.63535,-1.3671279166666657,0.5684981256621293
SILVER,-1.2368038559922343,STOP,1,2020-03-26 05:45:00,2020-03-26 06:12:00,14.62,14.545440000000001,-1.72875733333334,0.5392542243854941
SILVER,-1.3668168689384375,STOP,2,2020-03-26 09:06:00,2020-03-26 09:32:00,14.574559999999998,14.515469999999999,-1.9789055206463588,0.4522472800051804
GOLD,-0.9040052772148629,STOP,2,2020-03-26 15:17:00,2020-03-26 15:50:00,1661.4597999999999,1646.1522,-1.3627733934611044,1.017626714522558
SILVER,-0.9568611697221097,STOP,5,2020-03-26 15:15:00,2020-03-26 16:43:00,14.82,14.70528,-1.4424528000000068,0.8132078551191084
GOLD,-0.9041938119594196,STOP,6,2020-03-26 16:51:00,2020-03-26 18:29:00,1659.658,1646.8515,-1.444076850690093,0.8180744860120852
GOLD,-0.832851967549813,STOP,3,2020-03-27 00:15:00,2020-03-27 01:00:00,1648.4,1633.4649,-1.3696966090225489,0.8804365558490951
GOLD,-0.8381905662757277,STOP_SAME,0,2020-03-27 01:46:00,2020-03-27 01:51:00,1649.8,1636.362,-1.4173018644067745,0.8263318725544456
GOLD,-0.6542468955055356,STOP,8,2020-03-27 16:20:00,2020-03-27 18:17:00,1656.8552,1619.8785,-1.1385435155224686,1.2969718557843901
GOLD,-0.6255720438866753,STOP,15,2020-03-29 22:15:00,2020-03-30 02:06:00,1673.8721999999998,1628.9694,-1.114009493392986,1.3775579665696904
GOLD,-1.2020090645222519,STOP_SAME,0,2020-03-30 06:22:00,2020-03-30 06:26:00,1646.4447999999998,1640.6577,-2.1892980360934686,0.09601062209069561
GOLD,-0.6097573440527941,STOP,11,2020-03-30 07:20:00,2020-03-30 10:04:00,1648.4467999999997,1616.5818000000002,-1.161446123226257,1.1010632743522597
GOLD,-0.6752397759509584,STOP,4,2020-03-31 02:18:00,2020-03-31 03:19:00,1641.0394,1623.9743999999998,-1.3167619078461654,1.0913638382914823
GOLD,-0.5902023304717938,STOP,11,2020-03-31 04:16:00,2020-03-31 08:44:00,1638.7,1610.388,-1.1820632209737856,2.321965826699794
SILVER,0.38341434589637363,TARGET,3,2020-03-31 14:20:00,2020-03-31 15:13:00,14.24,14.3,0.7864999999999941,0.6704800412832007
GOLD,-0.8907122867701608,STOP,4,2020-04-01 15:45:00,2020-04-01 16:47:00,1602.4008,1594.8036000000002,-1.7988275563258336,0.7946115098631634
GOLD,0.49695382398054166,TARGET,39,2020-04-01 18:48:00,2020-04-02 07:12:00,1601.0,1611.5,1.0410714285714286,1.1483115292079238
GOLD,-0.8772250106683558,STOP,3,2020-04-02 09:49:00,2020-04-02 10:38:00,1606.2045999999998,1598.5998,-1.8002205642341342,1.1246697784603463
SILVER,-0.973139834677256,STOP_SAME,0,2020-04-02 11:00:00,2020-04-02 11:14:00,14.32,14.26572,-2.0716429999999604,0.8208762846164415
GOLD,0.23325673979074416,TARGET,4,2020-04-02 10:44:00,2020-04-02 11:43:00,1604.6029999999998,1609.4074999999993,0.4965624414610157,0.4387364864551665
GOLD,-0.6129814130784262,STOP_SAME,0,2020-04-02 11:43:00,2020-04-02 11:44:00,1619.3,1603.7946000000002,-1.3473737122302132,1.0117864151817113
SILVER,0.2407472548958715,TARGET,1,2020-04-02 11:49:00,2020-04-02 12:00:00,14.32,14.365000000000002,0.5438333333333695,0.5155284462221029
GOLD,-0.9366654855249077,STOP,1,2020-04-02 12:00:00,2020-04-02 12:15:00,1609.6079999999997,1603.5948,-2.093104083484647,0.6874283061574522
SILVER,0.589582136366855,TARGET,1,2020-04-02 12:00:00,2020-04-02 12:22:00,14.48,14.72,1.3175000000000001,0.5081896511244883
GOLD,-1.008714009306138,STOP_SAME,0,2020-04-02 17:00:00,2020-04-02 17:06:00,1636.6,1631.1671999999999,-2.28962294736846,0.5255570611187679
SILVER,0.42465863697182216,TARGET_SAME,0,2020-04-02 17:18:00,2020-04-02 17:26:00,14.65,14.740000000000002,1.0101666666666855,0.6517512746103488
GOLD,-0.7322408339228009,STOP,2,2020-04-02 17:45:00,2020-04-02 18:25:00,1641.4397999999999,1632.8655,-1.7073410328827887,0.708668871753842
SILVER,0.21671294055300036,TARGET_SAME,0,2020-04-02 19:03:00,2020-04-02 19:12:00,14.63,14.675000000000002,0.5231666666667036,0.13892832326492072
SILVER,-0.6811608234983546,STOP,2,2020-04-02 19:29:00,2020-04-02 19:59:00,14.69,14.605379999999998,-1.6273625714285795,0.9604752777975262
SILVER,-0.849222293006396,STOP_SAME,0,2020-04-02 20:45:00,2020-04-02 20:56:00,14.66,14.605379999999998,-2.0971344999999935,0.5881001788625091
SILVER,-0.5583336838334274,STOP,3,2020-04-03 03:40:00,2020-04-03 04:30:00,14.71,14.59539,-1.439153899999987,1.8152476726038238
GOLD,-0.9110384012368318,STOP,1,2020-04-03 04:02:00,2020-04-03 04:30:00,1636.6349999999998,1631.367,-2.3482811554333853,0.5450287073548026
SILVER,-1.1460929650071519,STOP,1,2020-04-03 06:51:00,2020-04-03 07:14:00,14.66,14.62536,-3.1962680000000465,0.2042601769088775
GOLD,-0.7458798513874102,STOP,4,2020-04-03 07:30:00,2020-04-03 08:36:00,1632.8,1627.1712,-2.222192799999989,1.1126425288474602
SILVER,0.24568130956240558,TARGET_SAME,0,2020-04-03 11:49:00,2020-04-03 11:54:00,14.65,14.71,0.7659999999999947,0.3512638713773339
GOLD,-0.6376229099646664,STOP,4,2020-04-03 16:15:00,2020-04-03 17:17:00,1647.1454999999999,1640.358,-1.9580222524536373,0.5954801370902832
GOLD,-0.5144787592036545,STOP,4,2020-04-03 17:48:00,2020-04-03 18:53:00,1647.6459999999997,1638.36,-1.6442592205074906,1.0917147076484057
GOLD,-0.5004714897493421,STOP,3,2020-04-05 23:48:00,2020-04-06 00:35:00,1651.0493999999999,1641.8565,-1.6538805600445043,1.2310923493795858
GOLD,-0.6999881378134781,STOP_SAME,0,2020-04-06 02:25:00,2020-04-06 02:25:00,1649.5478999999998,1644.354,-2.392345302855277,0.436807371167161
SILVER,-0.45540445740231533,STOP,1,2020-04-06 12:00:00,2020-04-06 12:28:00,14.86,14.77521,-1.6346458571428495,0.8140167902739013
SILVER,0.13811213424826851,TARGET_SAME,0,2020-04-06 12:49:00,2020-04-06 12:53:00,14.79,14.834999999999997,0.5124999999999493,0.4735261343309899
GOLD,0.33320578602356055,TARGET,9,2020-04-06 11:55:00,2020-04-06 14:00:00,1674.6729999999998,1691.2824999999996,1.1960213582588242,2.1387030018360993
SILVER,0.37411835370164376,TARGET,13,2020-04-06 14:00:00,2020-04-06 17:21:00,14.93,15.215,1.3413421052631622,2.5837354000815607
SILVER,0.3034772814771196,TARGET,1,2020-04-06 22:45:00,2020-04-06 23:05:00,15.36,15.465,1.0596428571428587,0.48673411973969494
GOLD,0.3830765898926808,TARGET,22,2020-04-06 16:53:00,2020-04-06 23:27:00,1693.7920999999997,1734.430249999999,1.373460442342965,3.2089413830246105
SILVER,0.32551394826791347,TARGET,1,2020-04-06 23:04:00,2020-04-06 23:15:00,15.42,15.54,1.112999999999989,0.96885880798475
SILVER,0.399931533000526,TARGET_SAME,0,2020-04-06 23:15:00,2020-04-06 23:18:00,15.54,15.779999999999998,1.3042500000000035,1.412715340801931
SILVER,0.2752748646994732,TARGET_SAME,0,2020-04-07 04:49:00,2020-04-07 04:59:00,15.59,15.665000000000001,0.8749000000000088,0.25035703970818063
GOLD,-0.6133854615979422,STOP,2,2020-04-07 05:36:00,2020-04-07 06:09:00,1719.6179,1712.286,-1.9159835347727754,0.5999286975295479
SILVER,-0.4230614119496916,STOP,9,2020-04-07 05:40:00,2020-04-07 07:56:00,15.715699999999998,15.55443,-1.3214833905284897,1.568313036716072
GOLD,-0.47921479982365617,STOP,4,2020-04-07 10:49:00,2020-04-07 11:58:00,1707.7,1697.5008,-1.6005177411764728,1.2191179718835805
SILVER,-0.6295382989462023,STOP_SAME,0,2020-04-07 11:45:00,2020-04-07 11:57:00,15.66,15.604379999999999,-2.1721094999999777,0.4511452761570384
GOLD,-0.5519531897303321,STOP,5,2020-04-08 09:45:00,2020-04-08 11:00:00,1688.5,1681.7166000000002,-1.990905215686271,1.1376371023927152
GOLD,-0.434621953822484,STOP,5,2020-04-08 13:01:00,2020-04-08 14:23:00,1690.7890999999997,1681.1172,-1.63270034171561,1.4283041665120844
SILVER,-0.493765927022672,STOP_SAME,0,2020-04-08 16:39:00,2020-04-08 16:42:00,15.33,15.264719999999999,-1.9174943999999994,0.3323390259867835
SILVER,-0.8134013720356157,STOP_SAME,0,2020-04-08 19:32:00,2020-04-08 19:39:00,15.25,15.21477,-3.2847385000000857,0.3576705917663331
GOLD,-0.5570912015205354,STOP,10,2020-04-09 00:48:00,2020-04-09 03:52:00,1684.1825,1678.9194,-2.407872128401937,0.5993483896053804
SILVER,0.10493512958193742,TARGET,1,2020-04-09 06:55:00,2020-04-09 07:10:00,15.33,15.375,0.47650000000000753,0.8200255134108643
SILVER,0.273549226277977,TARGET,19,2020-04-09 07:58:00,2020-04-09 12:42:00,15.47546,15.64865,1.2304338298977937,2.3985575012456013
GOLD,0.26600547320407275,TARGET,4,2020-04-09 11:45:00,2020-04-09 12:47:00,1707.1054,1724.0634999999997,1.1965017690660993,2.15274697595011
SILVER,0.3127176355328146,TARGET,4,2020-04-09 12:49:00,2020-04-09 13:56:00,15.7,15.999999999999998,1.3414999999999995,3.1553897645814155
GOLD,0.3012423982628156,TARGET,17,2020-04-09 12:46:00,2020-04-09 17:10:00,1724.3225999999997,1749.4064999999996,1.2922733845215504,2.7351272135921465
SILVER,-0.2772399459448391,STOP,1,2020-04-09 17:23:00,2020-04-09 17:39:00,16.26,15.87411,-1.1297948918918932,2.774383948080593
GOLD,0.13641200551406607,TARGET,3,2020-04-09 20:16:00,2020-04-12 22:00:00,1735.9342,1741.5354999999997,0.5687510845696221,0.250720047659822
SILVER,-0.29416877810551006,STOP,2,2020-04-09 20:49:00,2020-04-12 22:18:00,16.0,15.774209999999998,-1.2264962380952413,1.025500368536605
GOLD,-0.42742037147632,STOP,1,2020-04-12 22:00:00,2020-04-12 22:19:00,1742.8410999999996,1734.264,-1.7620273201678645,0.6964333659799348
GOLD,-0.36455582926273605,STOP,10,2020-04-12 23:00:00,2020-04-13 01:30:00,1740.4,1729.9683,-1.5979388850574736,0.5624400141682382
GOLD,0.14554406764729597,TARGET,1,2020-04-13 06:00:00,2020-04-13 06:23:00,1734.8330999999998,1741.0327499999994,0.6590172388763174,0.5180110855232267
GOLD,-0.3782256533530719,STOP,25,2020-04-13 06:22:00,2020-04-13 13:15:00,1740.2384999999997,1730.9673,-1.6903105127015001,1.2362914969026686
GOLD,0.24958910019106942,TARGET,5,2020-04-13 14:30:00,2020-04-13 15:56:00,1744.8430999999998,1760.0577499999995,1.1544546686910235,1.6138739852448758
GOLD,-0.42406112429308956,STOP,5,2020-04-13 22:20:00,2020-04-13 23:38:00,1767.0652999999998,1759.5387,-1.9171949421539343,0.8237348419152574
GOLD,-0.40821553552285383,STOP,2,2020-04-14 00:03:00,2020-04-14 00:31:00,1772.4706999999999,1764.9333000000001,-1.9191439513404056,0.8181079555307464
SILVER,0.3008690051683406,TARGET,18,2020-04-13 22:35:00,2020-04-14 03:07:00,15.9,16.245,1.3602391304347827,1.1071065589599827
SILVER,-0.24434387644723207,STOP,9,2020-04-14 03:07:00,2020-04-14 05:25:00,16.25,15.93405,-1.1604468333333333,1.0870938173051183
SILVER,-0.2549773699424746,STOP_SAME,0,2020-04-14 06:31:00,2020-04-14 06:43:00,16.12,15.90408,-1.2397203999999962,1.4971439411552636
GOLD,0.21361194633980424,TARGET,6,2020-04-14 12:30:00,2020-04-14 14:13:00,1770.5687999999998,1782.8219999999992,1.0650045539124173,1.3029470227005744
SILVER,0.26915588797263085,TARGET,8,2020-04-14 12:23:00,2020-04-14 14:23:00,16.13612,16.445299999999996,1.3419298466912466,1.3438220151352862
GOLD,-0.3285597001541166,STOP,3,2020-04-14 14:00:00,2020-04-14 14:57:00,1778.0,1767.4308,-1.6039353181818161,1.554741387407575
SILVER,-0.2433664985719633,STOP,2,2020-04-14 14:23:00,2020-04-14 14:52:00,16.5,16.17381,-1.1576251935483932,1.402926612258917
SILVER,-0.30643297289349136,STOP_SAME,0,2020-04-14 14:48:00,2020-04-14 14:48:00,16.31,16.20378,-1.5414864444444516,0.2937866361416219
SILVER,-0.2281888439857375,STOP,15,2020-04-14 19:18:00,2020-04-15 00:05:00,16.16,15.8841,-1.1844003846153857,1.3649534279171784
GOLD,-0.395412890810552,STOP,1,2020-04-16 01:30:00,2020-04-16 01:51:00,1747.1453999999999,1740.6576,-2.1021627260084124,0.6719694070545812
GOLD,-0.3877112612460286,STOP_SAME,0,2020-04-16 06:00:00,2020-04-16 06:04:00,1749.4477,1743.1551000000002,-2.151681685247507,0.8489046275046456
SILVER,-0.5811443627275661,STOP_SAME,0,2020-04-16 10:31:00,2020-04-16 10:35:00,15.82,15.7842,-3.370210000000074,0.12525574552155108
GOLD,0.18041520047082482,TARGET,22,2020-04-16 06:15:00,2020-04-16 11:51:00,1752.5507999999998,1764.1769999999995,1.0462755070444223,1.7475135569514963
GOLD,-0.26830921757989434,STOP,2,2020-04-16 12:00:00,2020-04-16 12:33:00,1768.2664999999997,1758.1401,-1.6318420605988462,1.634995015213724
GOLD,-0.198511515725079,STOP,8,2020-04-16 14:18:00,2020-04-16 16:20:00,1759.4,1736.5617,-1.248069274881514,2.97608769787556
SILVER,0.13698627600513608,TARGET,4,2020-04-20 11:45:00,2020-04-20 12:46:00,15.38,15.455000000000002,0.8833000000000086,0.6685213997152047
SILVER,-0.2035683867422687,STOP_SAME,0,2020-04-20 12:46:00,2020-04-20 12:57:00,15.57,15.39459,-1.289841187499995,0.15031183139675308
GOLD,-0.29379891915459616,STOP,3,2020-04-20 12:15:00,2020-04-20 13:08:00,1704.7029999999997,1697.301,-1.8944422233912492,0.7715158951649572
SILVER,0.18882841063845762,TARGET,9,2020-04-20 13:29:00,2020-04-20 15:39:00,15.51,15.72,1.276928571428572,1.742233892610305
SILVER,-0.1934069174426416,STOP,11,2020-04-20 15:39:00,2020-04-20 18:16:00,15.72,15.534450000000001,-1.275320294117643,1.4291099454045295
SILVER,-0.17774384639015775,STOP,1,2020-04-21 01:32:00,2020-04-21 01:57:00,15.7,15.45453,-1.2027153478260906,1.6092211523970983
GOLD,-0.21576597580071227,STOP,72,2020-04-20 13:31:00,2020-04-21 09:21:00,1706.6,1693.8045,-1.4590904954955028,1.1583664567868681
GOLD,-0.19993541200015616,STOP,24,2020-04-21 22:22:00,2020-04-22 04:30:00,1710.1,1696.5018,-1.4289749411764792,1.0865557274194098
GOLD,-0.19152055728894185,STOP,19,2020-04-22 07:19:00,2020-04-22 12:19:00,1713.5,1699.299,-1.4091039200000017,1.7860979702447395
SILVER,0.1709226279606928,TARGET,16,2020-04-22 08:42:00,2020-04-22 12:55:00,15.06505,15.252624999999998,1.2575555777688852,1.033292250855989
GOLD,0.15638908023877768,TARGET,5,2020-04-22 16:30:00,2020-04-22 17:59:00,1739.1,1754.2499999999998,1.1541237623762346,0.7768634537914657
GOLD,-0.27747445256370284,STOP_SAME,0,2020-04-22 19:05:00,2020-04-22 19:09:00,1740.0,1733.0652,-2.00151253846152,0.5593762642281113
GOLD,-0.2505424333594092,STOP,9,2020-04-22 19:32:00,2020-04-22 22:58:00,1740.3,1732.6656,-1.88260433898308,0.623654444289697
SILVER,0.18426777982909387,TARGET,46,2020-04-22 12:47:00,2020-04-23 01:35:00,15.25,15.580000000000002,1.359863636363641,1.8213473548401378
GOLD,0.0867119000788,TARGET,7,2020-04-23 04:19:00,2020-04-23 06:03:00,1738.0362999999998,1744.2407499999993,0.6581178710441019,0.4111911166503392
GOLD,-0.2994141398846474,STOP,1,2020-04-23 06:01:00,2020-04-23 06:23:00,1743.5,1737.5607,-2.2429430238095,0.39545811472364467
GOLD,-0.2882064233985178,STOP_SAME,0,2020-04-23 07:03:00,2020-04-23 07:06:00,1743.3415999999997,1737.4608,-2.2603830403709586,0.4466419320160462
GOLD,-0.2063540469373418,STOP,5,2020-04-23 11:00:00,2020-04-23 12:28:00,1755.754,1746.4518,-1.6950497484776403,0.9727011464391726
GOLD,-0.15794201038588032,STOP,14,2020-04-23 13:48:00,2020-04-23 17:22:00,1759.6,1742.5557,-1.3429056013071952,2.135889326004899
SILVER,-0.14818603163787603,STOP,96,2020-04-23 01:35:00,2020-04-24 05:09:00,15.63,15.24474,-1.124688486486485,2.3974301231413535
GOLD,-0.21645790266594483,STOP_SAME,0,2020-04-24 11:45:00,2020-04-24 11:56:00,1761.8,1754.4438,-1.941507821428593,0.4130124041150517
