pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple,stop_dist_atr
-425.77085406370617,STOP,77,2021-09-27 10:00:00,2021-09-28 06:17:00,1748.0714498627071,1742.3692477894208,-1.0,0.999999999999983
-417.255436982432,STOP,6,2021-09-29 12:40:00,2021-09-29 14:10:00,1736.578988239684,1731.057651411167,-1.0,1.0000000000000089
-408.91032824278335,STOP_SAME,0,2021-09-29 14:15:00,2021-09-29 14:19:00,1733.6593414711442,1727.36128108637,-1.0,0.9999999999999972
-400.73212167792775,STOP,8,2021-09-29 15:31:00,2021-09-29 17:34:00,1729.2062333983813,1722.235206266919,-1.0,0.9999999999999977
1178.1524377331075,TARGET,3,2021-10-01 12:13:00,2021-10-01 12:45:00,1751.2412660342982,1761.0149303891174,2.9999999999999996,1.000000000000017
1248.8415839970942,TARGET,18,2021-10-04 02:51:00,2021-10-04 07:19:00,1758.7844948585512,1772.2625220367586,3.0000000000000004,0.9999999999999977
-441.2573596789732,STOP,13,2021-10-05 03:44:00,2021-10-05 06:47:00,1760.7225968344328,1756.2381248435277,-1.0,1.0000000000000187
1297.2966374561815,TARGET,22,2021-10-05 06:47:00,2021-10-05 12:27:00,1756.2588206213252,1769.81261497238,3.0000000000000004,1.0000000000000067
-458.37814523451743,STOP,9,2021-10-06 02:14:00,2021-10-06 04:15:00,1755.9350160419312,1752.7978308043328,-1.0,0.9999999999999984
-449.21058232982705,STOP,11,2021-10-06 04:15:00,2021-10-06 07:06:00,1753.8811057319413,1750.4774692715125,-1.0,1.0000000000000002
-440.22637068323047,STOP,27,2021-10-08 14:34:00,2021-10-10 22:26:00,1759.8938531275796,1751.906853360873,-1.0,0.9999999999999897
1294.2655298086977,TARGET,5,2021-10-12 12:38:00,2021-10-12 13:48:00,1754.6079211434433,1773.2648079290943,2.9999999999999996,1.0000000000000018
1371.9214615972196,TARGET_SAME,0,2021-10-13 12:35:00,2021-10-13 12:37:00,1765.3604281145304,1780.7502502891132,3.0,0.9999999999999976
1454.2367492930525,TARGET,3,2021-10-13 12:45:00,2021-10-13 13:30:00,1763.5341643471922,1782.114495413046,2.9999999999999996,0.9999999999999981
1541.4909542506612,TARGET,1,2021-10-21 11:13:00,2021-10-21 11:26:00,1781.4043800458214,1795.3806780953512,3.0000000000000493,0.9999999999999865
-544.6601371685585,STOP_SAME,0,2021-10-22 15:33:00,2021-10-22 15:37:00,1796.9529888398336,1788.72159314216,-1.0,1.0000000000000044
-533.7669344251874,STOP_SAME,0,2021-10-22 15:45:00,2021-10-22 15:46:00,1795.099614575853,1786.149788663063,-1.0,1.000000000000004
1569.2747872100508,TARGET,82,2021-10-22 16:00:00,2021-10-25 13:30:00,1793.0039749179793,1821.7359787694306,3.0,1.000000000000001
1663.4312744426538,TARGET,1,2021-11-02 11:46:00,2021-11-02 12:13:00,1789.455299764718,1804.0776551900171,3.0,1.0000000000000047
1763.2371509091915,TARGET,2,2021-11-09 15:06:00,2021-11-09 15:43:00,1823.3864609639663,1841.9686325543062,2.999999999999963,1.000000000000015
-623.0104599879215,STOP,9,2021-11-16 14:08:00,2021-11-16 16:26:00,1866.7308540039128,1856.7130666937483,-1.0,1.000000000000009
-610.550250788163,STOP,13,2021-11-19 14:18:00,2021-11-19 17:42:00,1854.3551391722128,1844.5825589955448,-1.0,1.0000000000000113
-598.3392457723997,STOP,75,2021-11-19 17:45:00,2021-11-22 13:34:00,1848.9261285767748,1837.211773206288,-1.0,1.000000000000003
1759.1173825708552,TARGET,124,2021-11-24 14:10:00,2021-11-26 03:05:00,1780.649830755618,1806.2821901582302,3.0,1.0000000000000007
-621.5548085083689,STOP,12,2021-11-26 13:33:00,2021-11-26 16:42:00,1799.0999373461375,1788.2624069260357,-1.0,1.0000000000000036
-609.1237123382015,STOP_SAME,0,2021-11-26 16:37:00,2021-11-26 16:43:00,1793.4800234710524,1781.8918253567058,-1.0,0.9999999999999902
-596.9412380914374,STOP,168,2021-11-26 16:45:00,2021-11-30 16:00:00,1790.5023223235514,1777.433534114922,-1.0,1.0000000000000082
-585.0024133296087,STOP_SAME,0,2021-11-30 16:00:00,2021-11-30 16:00:00,1789.977063715208,1780.994138651574,-1.0,0.9999999999999988
-573.3023650630165,STOP,94,2021-12-08 11:47:00,2021-12-09 12:18:00,1783.6469037530671,1777.0542393036053,-1.0,1.0000000000000042
1685.508953285284,TARGET,107,2021-12-21 15:45:00,2021-12-22 19:30:00,1787.4361205052724,1812.1804012452028,3.0000000000000275,0.9999999999999925
-595.5464968274619,STOP,4,2022-01-05 19:34:00,2022-01-05 20:34:00,1816.3532681923741,1808.404160463003,-1.0,1.0000000000000098
1750.9067006727207,TARGET_SAME,0,2022-01-07 13:36:00,2022-01-07 13:36:00,1783.7314928941792,1806.7146397736176,2.9999999999999707,1.0000000000000098
1855.9611027131011,TARGET,90,2022-01-24 15:21:00,2022-01-25 14:45:00,1829.3757599198343,1859.8701233274942,3.0,1.0000000000000004
-655.7729229586291,STOP,2,2022-02-04 13:32:00,2022-02-04 14:01:00,1802.5886714145458,1793.0808627065292,-1.0,1.0000000000000064
1927.9723934984047,TARGET_SAME,0,2022-02-08 07:36:00,2022-02-08 07:37:00,1816.8915923687061,1829.3950362166545,3.0000000000000546,0.9999999999999831
2043.6507371083064,TARGET_SAME,0,2022-02-08 07:45:00,2022-02-08 07:46:00,1816.4259461008971,1830.719217756448,3.0000000000000475,0.9999999999999789
2166.2697813347863,TARGET,118,2022-02-22 08:57:00,2022-02-23 15:26:00,1900.2042527969472,1934.92060082489,3.00000000000002,0.9999999999999912
-765.4153227382862,STOP,3,2022-02-24 14:41:00,2022-02-24 15:20:00,1939.3301456852744,1917.3378721429985,-1.0,1.0000000000000007
2250.321048850562,TARGET,1,2022-02-28 07:26:00,2022-02-28 07:30:00,1898.3942878772373,1935.757527746951,3.0,0.9999999999999994
2385.340311781609,TARGET,97,2022-02-28 07:32:00,2022-03-01 08:51:00,1896.2753084356286,1937.8003863118565,3.0000000000000164,0.9999999999999921
2528.4607304884926,TARGET,64,2022-03-07 13:30:00,2022-03-08 06:43:00,1976.16784746623,2033.233306960231,3.0,0.9999999999999981
2680.1683743178146,TARGET,2,2022-04-22 10:30:00,2022-04-22 11:07:00,1933.105142828104,1982.2353185874047,3.0000000000000138,0.9999999999999963
2840.978476776871,TARGET,71,2022-08-03 14:16:00,2022-08-04 09:08:00,1758.7143341348915,1823.0367836038931,3.0,1.0000000000000009
3011.437185383483,TARGET,185,2023-07-27 13:40:00,2023-07-31 13:51:00,1946.2414462790255,2107.5424492420707,2.9999999999999996,0.9999999999999998
3192.123416506501,TARGET,27,2023-08-04 05:53:00,2023-08-04 12:42:00,1942.1091098358127,2019.7368370757526,3.0000000000000084,0.9999999999999978
3383.650821496891,TARGET,13,2023-08-09 10:16:00,2023-08-09 13:33:00,1926.4902167425787,2023.044592279455,3.000000000000007,0.9999999999999967
3586.669870786687,TARGET,4,2023-08-11 13:07:00,2023-08-11 14:00:00,1914.9530842776087,2007.8143270446144,2.999999999999993,1.000000000000002
3801.8700630338976,TARGET,538,2024-02-13 14:08:00,2024-02-21 13:12:00,2000.7397277163195,2135.9836561372135,3.0,0.9999999999999999
4029.982266815945,TARGET,8,2024-10-04 13:01:00,2024-10-04 15:03:00,2641.4565159643353,2776.709386393609,3.0000000000000098,0.9999999999999973
