symbol,pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price
GOLD,0.01752308003655431,TARGET_SAME_15M,0,2015-01-09 13:30:00,2015-01-09 13:30:00,1211.0339726079033,1213.6709245207437
GOLD,0.0742940165860513,TARGET_SAME_15M,0,2015-01-09 13:45:00,2015-01-09 13:52:00,1210.6477789989851,1214.3228833161838
GOLD,0.06609754424519594,TARGET,1,2015-01-13 12:56:00,2015-01-13 13:10:00,1238.082056957618,1241.61727201324
GOLD,-0.30584865131179234,STOP,3,2015-01-13 13:48:00,2015-01-13 14:36:00,1237.8831975688229,1234.5046647846839
GOLD,-0.2913452559424638,STOP_SAME_15M,0,2015-01-13 14:31:00,2015-01-13 14:36:00,1237.7747403797257,1234.4218562500605
GOLD,-0.2672096655784613,STOP_SAME_15M,0,2015-01-14 18:27:00,2015-01-14 18:29:00,1235.9626986432218,1232.5124410749922
SILVER,-0.16041939470814343,STOP,5,2015-01-15 18:04:00,2015-01-15 19:17:00,17.06004930098234,16.96950563199278
GOLD,0.12272930296518997,TARGET,48,2015-01-15 19:08:00,2015-01-16 13:10:00,1258.114478882981,1265.2797518232596
GOLD,-0.2201321667546557,STOP,37,2015-01-18 23:18:00,2015-01-19 15:57:00,1275.9129085039133,1271.79401701631
SILVER,0.10940600913673379,TARGET,25,2015-01-19 14:36:00,2015-01-20 08:41:00,17.707936228301683,17.792893925055516
GOLD,0.09189683314670011,TARGET,2,2015-01-20 14:24:00,2015-01-20 14:49:00,1285.9578452098547,1291.1199768447673
GOLD,0.07969694440263898,TARGET,8,2015-01-20 23:12:00,2015-01-21 02:34:00,1292.1775583408887,1296.6859150079697
GOLD,0.07509990204563075,TARGET,8,2015-01-21 11:04:00,2015-01-21 13:06:00,1298.4468755109974,1302.742715471187
GOLD,-0.2581346222732473,STOP,1,2015-01-21 14:38:00,2015-01-21 14:50:00,1299.5889030856156,1295.9602649751594
GOLD,-0.22878893996985497,STOP_SAME_15M,0,2015-01-21 14:46:00,2015-01-21 14:50:00,1299.3158609294424,1295.4243283215108
GOLD,-0.2606566866802705,STOP_SAME_15M,0,2015-01-23 03:16:00,2015-01-23 03:29:00,1299.6287026313055,1296.3819955365507
GOLD,-0.21343610451747244,STOP,5,2015-01-26 03:14:00,2015-01-26 06:21:00,1294.904313763982,1291.2046043722576
GOLD,0.056761629599691804,TARGET,1,2015-01-27 13:23:00,2015-01-27 13:33:00,1279.9645333621122,1284.010908103881
GOLD,-0.22890564143405992,STOP_SAME_15M,0,2015-01-28 07:35:00,2015-01-28 07:43:00,1289.217455486677,1285.9103645212078
GOLD,-0.2799831585260095,STOP,1,2015-01-30 13:00:00,2015-01-30 13:26:00,1262.7453862590028,1260.123854907854
GOLD,-0.2002839207794876,STOP,8,2015-02-02 02:00:00,2015-02-02 08:18:00,1280.3508026289862,1277.0819032168076
GOLD,-0.2121996558835966,STOP,3,2015-02-03 11:02:00,2015-02-03 12:30:00,1280.3584939813284,1277.4074100798503
GOLD,-0.15726828448194152,STOP_SAME_15M,0,2015-02-04 16:15:00,2015-02-04 16:23:00,1265.5466147272236,1261.9340006787138
GOLD,-0.14153839248745392,STOP,2,2015-02-04 16:39:00,2015-02-04 17:20:00,1265.0681844073495,1261.2487271608486
SILVER,-0.10401689734299867,STOP,22,2015-02-04 20:52:00,2015-02-05 07:34:00,17.395035908867133,17.321062463414187
SILVER,-0.10506257177493025,STOP_SAME_15M,0,2015-02-06 13:30:00,2015-02-06 13:30:00,17.23252049824419,17.164561462235376
GOLD,-0.17577378757837395,STOP,3,2015-02-09 13:11:00,2015-02-09 13:53:00,1239.5013211420035,1236.7859424681985
GOLD,-0.17991814632879732,STOP,1,2015-02-10 08:29:00,2015-02-10 08:40:00,1242.42946051449,1239.8904803844764
GOLD,-0.1660535552677722,STOP,1,2015-02-11 14:26:00,2015-02-11 14:40:00,1234.6315243285155,1232.109078457146
GOLD,0.02769180279481023,TARGET,4,2015-02-12 12:28:00,2015-02-12 13:32:00,1222.75317367889,1226.5200543276164
GOLD,-0.11386418896319292,STOP_SAME_15M,0,2015-02-12 15:31:00,2015-02-12 15:39:00,1222.7174353248208,1219.5025639111464
GOLD,-0.11651916668273588,STOP,2,2015-02-13 18:11:00,2015-02-13 18:37:00,1228.903018424131,1225.9036864451864
GOLD,0.036533894983209095,TARGET,10,2015-02-23 17:58:00,2015-02-23 20:25:00,1199.3600570479653,1204.307181757653
SILVER,-0.06283147102933503,STOP,7,2015-02-25 14:13:00,2015-02-25 15:48:00,16.522135524518106,16.438245268401243
SILVER,0.05297812085779643,TARGET_SAME_15M,0,2015-02-25 17:17:00,2015-02-25 17:18:00,16.491251733725424,16.62739919639666
GOLD,-0.10791452341836882,STOP,1,2015-02-26 13:50:00,2015-02-26 14:00:00,1215.2510835069459,1212.2102219926571
SILVER,-0.07111683503436268,STOP,4,2015-02-27 20:48:00,2015-03-01 23:00:00,16.56463905959085,16.502938485968013
GOLD,0.026107405569406984,TARGET,13,2015-02-27 19:09:00,2015-03-02 00:41:00,1212.6688342730326,1216.6189299962202
SILVER,0.03940163944177344,TARGET,4,2015-03-01 23:00:00,2015-03-02 00:44:00,16.57241489286858,16.656859870073493
GOLD,-0.1133021076873153,STOP_SAME_15M,0,2015-03-02 13:31:00,2015-03-02 13:31:00,1216.3738505892102,1213.6099013559622
GOLD,-0.1057200569932289,STOP,2,2015-03-03 13:04:00,2015-03-03 13:44:00,1207.709540100631,1204.9656009852515
GOLD,-0.10400921114599279,STOP,2,2015-03-09 12:21:00,2015-03-09 12:45:00,1172.0358996224954,1169.4804372389337
GOLD,-0.09001951479136697,STOP,1,2015-03-09 13:00:00,2015-03-09 13:35:00,1171.652371196689,1168.9515219688249
GOLD,-0.06920116898135095,STOP,16,2015-03-10 19:59:00,2015-03-11 09:48:00,1160.1275514694203,1156.937627883915
GOLD,-0.07048162348082516,STOP,2,2015-03-12 13:08:00,2015-03-12 13:42:00,1157.0329206393997,1154.0711178939773
GOLD,-0.0848507302674991,STOP,1,2015-03-13 08:02:00,2015-03-13 09:12:00,1157.3284871121243,1154.9027372994335
GOLD,-0.06958765230095953,STOP_SAME_15M,0,2015-03-13 14:00:00,2015-03-13 14:06:00,1155.4639224675818,1152.8093214496705
