symbol,pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
GOLD,-235.9409707607937,STOP,1,2013-07-09 14:30:00,2013-07-09 15:45:00,1247.950872974177,1243.9566034957113,-2.359409707607937
GOLD,-214.614625136836,STOP_SAME,0,2013-07-09 15:45:00,2013-07-09 15:46:00,1247.232216959962,1243.0061829515462,-2.252434571230625
GOLD,163.987990467173,TARGET,4,2013-07-10 13:35:00,2013-07-10 14:38:00,1250.9188956268083,1257.201162993348,1.8022859046183766
GOLD,-200.72287521383782,STOP,21,2013-07-11 12:18:00,2013-07-12 08:54:00,1279.6116037222994,1274.9431105616277,-2.129264391752976
GOLD,-257.6017437392697,STOP_SAME,0,2013-07-16 15:49:00,2013-07-16 15:49:00,1287.2965873368462,1283.9315057008346,-2.8541804279045238
SILVER,-219.87034853855195,STOP_SAME,0,2013-07-17 07:16:00,2013-07-17 07:16:00,19.89191896454778,19.8344412349147,-2.5836049300384567
GOLD,-259.5812147859588,STOP_SAME,0,2013-07-23 09:17:00,2013-07-23 09:17:00,1333.3985605909756,1330.2644000863618,-3.2164305010168195
GOLD,-237.90384358688328,STOP_SAME,0,2013-07-24 12:20:00,2013-07-24 12:20:00,1339.3349438083283,1336.1314244397713,-3.150496631716228
GOLD,-193.60664868145574,STOP,3,2013-07-29 16:46:00,2013-07-30 00:00:00,1328.4335302828244,1324.815501738808,-2.7362945240896477
GOLD,-192.24930629530434,STOP,1,2013-07-30 00:00:00,2013-07-30 07:19:00,1327.9325982045614,1324.484405533952,-2.8744158058690754
SILVER,-122.19673802792725,STOP,12,2013-08-02 18:52:00,2013-08-05 12:25:00,19.79997718809516,19.71710107922251,-1.9384637371915479
GOLD,-176.87293415900996,STOP,4,2013-08-09 06:04:00,2013-08-09 09:17:00,1306.7757055531104,1303.4308586674754,-2.918984603946321
SILVER,-123.61923700730999,STOP_SAME,0,2013-08-13 01:06:00,2013-08-13 01:06:00,21.244989550131884,21.16927807019486,-2.1666096157756876
GOLD,-166.19763877262903,STOP,2,2013-08-13 01:06:00,2013-08-13 01:30:00,1333.858431991993,1330.4376087421188,-2.9128589611234967
GOLD,-152.33012333347756,STOP,2,2013-08-14 12:50:00,2013-08-14 13:19:00,1321.3270556037314,1318.000007538484,-2.971703803571277
GOLD,-131.17402469801434,STOP,1,2013-08-16 06:53:00,2013-08-16 09:46:00,1361.8756131011414,1358.145235953982,-2.720685423064569
GOLD,-126.99001857922134,STOP,4,2013-08-19 06:19:00,2013-08-19 10:57:00,1373.2318096855952,1369.556888907918,-2.7854726924240087
SILVER,-80.72742158353651,STOP_SAME,0,2013-08-19 14:01:00,2013-08-19 14:02:00,23.10029626747798,22.998297708773165,-1.8751877539241344
SILVER,99.14525350185245,TARGET,15,2013-08-21 14:20:00,2013-08-21 18:36:00,22.91475514890099,23.142289402196546,2.3927457881525416
SILVER,98.25640428191218,TARGET,10,2013-08-23 11:35:00,2013-08-23 14:04:00,23.035885244092256,23.22418920346406,2.262998909817586
GOLD,-115.42843112595477,STOP_SAME,0,2013-08-28 13:20:00,2013-08-28 13:22:00,1422.5534567278096,1418.3730294249215,-2.5433840801013474
GOLD,-165.60677185948893,STOP_SAME,0,2013-09-10 06:15:00,2013-09-10 06:15:00,1385.3525849985583,1382.509167384465,-3.8445940169007415
GOLD,-95.56063446993717,STOP,1,2013-09-19 13:38:00,2013-09-19 13:45:00,1363.4572424282228,1359.1868833311908,-2.4032494280825043
GOLD,-81.20787016091298,STOP,14,2013-09-19 17:58:00,2013-09-20 06:54:00,1365.3485851271832,1360.418178493751,-2.145411693167902
GOLD,-115.77037054094339,STOP_SAME,0,2013-09-26 12:32:00,2013-09-26 12:33:00,1333.84313845246,1330.6908823667302,-3.195629092469396
GOLD,-102.41599435382916,STOP_SAME,0,2013-09-30 09:31:00,2013-09-30 09:31:00,1338.0211030035896,1334.7005557003718,-3.0200234893807836
GOLD,52.36655507911782,TARGET_SAME,0,2013-10-04 12:17:00,2013-10-04 12:21:00,1314.607705265871,1320.4350375838333,1.6434396054295168
SILVER,-72.11598589015732,STOP_SAME,0,2013-10-16 12:42:00,2013-10-16 12:43:00,21.193920964305622,21.119512195071934,-2.19122075854456
GOLD,-79.69708405111561,STOP,3,2013-10-16 12:39:00,2013-10-16 13:41:00,1277.7626759497423,1273.7957718509535,-2.4215699586256343
SILVER,-74.6842582828468,STOP_SAME,0,2013-10-18 19:55:00,2013-10-18 19:55:00,21.88143004525525,21.815898940831538,-2.499885887585028
GOLD,-90.75770197374388,STOP_SAME,0,2013-10-21 10:05:00,2013-10-21 10:05:00,1317.2600282559545,1314.1487269961178,-3.19779010876982
SILVER,54.340846390437704,TARGET,24,2013-10-23 13:13:00,2013-10-24 02:51:00,22.572718726880655,22.71505642174675,2.0454859791447877
SILVER,57.577653370670426,TARGET,10,2013-10-24 12:47:00,2013-10-24 15:36:00,22.671028517981853,22.819714589670212,2.0821451681835303
SILVER,-82.72000361337314,STOP,3,2013-10-30 17:29:00,2013-10-30 18:00:00,22.930558904913998,22.8709641672779,-2.8717638875687643
GOLD,-87.86899870922926,STOP,2,2013-11-14 11:18:00,2013-11-14 12:09:00,1281.9991517058636,1279.0012545006418,-3.236403644399495
GOLD,-96.08123095291747,STOP,7,2013-11-18 01:03:00,2013-11-18 08:20:00,1286.8347603018553,1284.1639906742273,-3.7837955628232023
GOLD,-79.44793589806847,STOP_SAME,0,2013-11-26 12:45:00,2013-11-26 12:45:00,1249.766904650835,1246.94845670093,-3.3849125442103603
GOLD,-60.311594972785194,STOP_SAME,0,2013-11-27 14:41:00,2013-11-27 14:43:00,1248.0437999201342,1244.6690561309026,-2.7561899741838056
GOLD,32.76145291912742,TARGET,1,2013-12-02 07:22:00,2013-12-02 07:50:00,1245.5030507220622,1250.7937423904843,1.5845158159496764
GOLD,-63.89054996880006,STOP_SAME,0,2013-12-06 13:29:00,2013-12-06 13:29:00,1226.8453076751778,1223.778037411077,-2.995164620177843
SILVER,36.74305031065036,TARGET,10,2013-12-18 15:04:00,2013-12-18 17:52:00,19.89976693673421,20.002277753188334,1.8322585049028615
SILVER,-34.60030133653299,STOP,1,2013-12-18 20:29:00,2013-12-18 20:34:00,19.90870299302275,19.799290457309002,-1.6644137363339797
GOLD,-75.04421900114039,STOP,2,2013-12-30 00:19:00,2013-12-30 01:19:00,1212.751635889389,1210.2109989654134,-3.7342351811260146
GOLD,37.539418217961384,TARGET,2,2014-01-02 13:18:00,2014-01-02 13:55:00,1216.018649192302,1223.4769684550768,2.0187485149007327
GOLD,-61.064714292598154,STOP,6,2014-01-03 11:30:00,2014-01-03 13:21:00,1230.038662261407,1227.1012660542265,-3.1564223998649137
GOLD,-54.076712678592905,STOP,11,2014-01-06 09:15:00,2014-01-06 12:47:00,1237.027803488563,1233.9242315893096,-2.9835616651289394
SILVER,-34.15795294589976,STOP,3,2014-01-07 07:33:00,2014-01-07 08:20:00,20.13249357032354,20.05241455007796,-2.0041805772744774
GOLD,-53.168106243377856,STOP,5,2014-01-07 07:46:00,2014-01-07 09:16:00,1239.1065956868952,1236.1176774528808,-3.1195805566046024
GOLD,-56.582106042666595,STOP,1,2014-01-13 08:48:00,2014-01-13 09:10:00,1247.819221976445,1245.1872681764085,-3.698943304396286
SILVER,-33.425290817417974,STOP,2,2014-01-14 08:49:00,2014-01-14 09:23:00,20.322737529383133,20.257700139971146,-2.359678646974008
GOLD,-47.568885335710796,STOP,8,2014-01-21 01:32:00,2014-01-21 08:37:00,1251.2268673876179,1248.4918894442876,-3.5244874212740567
GOLD,-48.62475651833692,STOP_SAME,0,2014-01-24 08:00:00,2014-01-24 08:00:00,1258.823382014383,1256.254091153809,-3.875932862516299
GOLD,-40.106759120256356,STOP,1,2014-01-27 10:52:00,2014-01-27 11:38:00,1268.2011647828454,1265.3931965556799,-3.465602789072842
SILVER,-25.141500939631776,STOP,2,2014-02-04 13:20:00,2014-02-04 13:51:00,19.322769239635274,19.26012309853572,-2.33425516211602
SILVER,-19.460346062327517,STOP,22,2014-02-06 16:07:00,2014-02-07 01:27:00,19.916057858678073,19.82964171439692,-1.895270950622045
GOLD,-28.561729542627045,STOP,2,2014-02-07 13:49:00,2014-02-07 14:15:00,1259.489537676569,1256.236962409749,-2.8912622176147056
SILVER,17.15127893055378,TARGET,1,2014-02-11 12:22:00,2014-02-11 12:56:00,20.09881584669844,20.203293738447954,1.8427568097820635
SILVER,-23.605637204944383,STOP_SAME,0,2014-02-11 13:31:00,2014-02-11 13:42:00,20.100170837816616,20.038484204796806,-2.446071568415543
SILVER,-20.66421825987645,STOP_SAME,0,2014-02-11 13:45:00,2014-02-11 13:45:00,20.080861430685786,20.012781930182207,-2.2514173903236605
GOLD,-29.033704499002024,STOP,3,2014-02-12 19:49:00,2014-02-12 20:52:00,1291.2281721599877,1288.2654770362794,-3.312447535383916
GOLD,-30.846630037206456,STOP_SAME,0,2014-02-13 03:50:00,2014-02-13 03:55:00,1290.42515310899,1287.739508800635,-3.768974315986488
GOLD,-29.322112018647765,STOP,1,2014-02-18 23:51:00,2014-02-19 00:13:00,1320.8650614383473,1318.168591411695,-3.874781140379216
