symbol,pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,t1_hit,r_multiple
SILVER,-0.313463533224199,STOP,1,2013-12-02 01:33:00,2013-12-02 02:41:00,19.950181531111603,19.879798299758647,False,-2.1831516904408215
GOLD,-0.2174620547584239,T1_STOP,3,2013-12-03 13:29:00,2013-12-03 14:09:00,1220.8819317723312,1217.5720221160695,True,-1.5836872929163668
GOLD,-0.36677435304345174,STOP,1,2013-12-03 14:10:00,2013-12-03 14:18:00,1220.4837332212135,1217.1861681302084,False,-2.7584378126994413
GOLD,-0.18247683391543862,T1_STOP,9,2013-12-03 19:04:00,2013-12-04 07:36:00,1219.8244825869751,1216.311281116612,True,-1.4525053099557217
GOLD,-0.34472673128927345,STOP,2,2013-12-05 07:07:00,2013-12-05 07:37:00,1237.6460368845599,1234.3800648542338,False,-2.82610396576659
GOLD,-0.20594745455410216,T1_STOP_SAME,0,2013-12-06 13:24:00,2013-12-06 13:29:00,1227.30587448109,1224.2381436501835,True,-1.789525372877412
GOLD,-0.2787932194527131,STOP_SAME,0,2013-12-06 13:30:00,2013-12-06 13:30:00,1227.166089056629,1223.5111992589682,False,-2.5124199666019678
GOLD,-0.2167414848302867,STOP,2,2013-12-06 18:25:00,2013-12-06 19:18:00,1228.6367626188069,1223.9307701401137,False,-2.0565631000541162
SILVER,-0.19952006959104918,STOP_SAME,0,2013-12-06 19:18:00,2013-12-06 19:23:00,19.50156016951164,19.422217505643022,False,-1.9743649063744375
GOLD,-0.2132774890074962,STOP,1,2013-12-06 19:19:00,2013-12-06 19:32:00,1228.501667566934,1223.9647726156102,False,-2.1105024195267776
SILVER,0.046330555000446375,T1_T2,5,2013-12-06 19:41:00,2013-12-08 23:34:00,19.490000918729898,19.58360985043283,True,0.49925508721489925
GOLD,-0.262741195581155,STOP,4,2013-12-11 00:45:00,2013-12-11 07:16:00,1259.2712732282587,1255.9221561376742,False,-2.8032911140027834
GOLD,-0.34100384781780657,STOP_SAME,0,2013-12-11 07:37:00,2013-12-11 07:40:00,1257.4363919801735,1254.8600673107103,False,-3.8544072264609652
GOLD,-0.25464083301823104,STOP,2,2013-12-16 04:47:00,2013-12-16 09:00:00,1234.5215942619425,1231.5429678320982,False,-3.118646419629037
GOLD,-0.30175769778144323,STOP_SAME,0,2013-12-16 09:02:00,2013-12-16 09:08:00,1233.847291905676,1231.357608201033,False,-3.9415433936620596
GOLD,0.0014378749459622933,T1_T2,4,2013-12-16 20:33:00,2013-12-17 06:01:00,1240.6705213254568,1244.0434780981086,True,0.020388707452555818
GOLD,-0.15752644491720694,T1_STOP,8,2013-12-18 09:57:00,2013-12-18 13:30:00,1232.0242854700873,1229.3331615104028,True,-2.232775159870644
GOLD,-0.2383640568498268,STOP_SAME,0,2013-12-18 14:42:00,2013-12-18 14:44:00,1231.5552115018147,1228.8701371110594,False,-3.5364887598308665
SILVER,-0.0025909512027847623,T1_T2_SAME,0,2013-12-18 15:04:00,2013-12-18 15:07:00,19.908309504772053,19.959564912999117,True,-0.04136649509709997
SILVER,-0.008204451012470037,T1_T2,3,2013-12-18 16:45:00,2013-12-18 17:51:00,19.92148904778823,19.969111134132046,True,-0.1310987260960726
SILVER,-0.0023588277259014856,T1_T2_SAME,0,2013-12-18 18:55:00,2013-12-18 18:56:00,19.9478748644062,19.99939022087491,True,-0.03779073805161043
GOLD,-0.16612805403819925,STOP_SAME,0,2013-12-18 19:00:00,2013-12-18 19:01:00,1230.994795473425,1227.5494758708867,False,-2.6635478188163875
GOLD,0.024412290294034484,T1_T2_SAME,0,2013-12-18 19:42:00,2013-12-18 19:44:00,1230.3792670952348,1235.5747849456493,True,0.41342843672023283
SILVER,-0.09913825913133059,STOP,1,2013-12-18 20:29:00,2013-12-18 20:34:00,19.931101349559466,19.821666415489183,False,-1.6651634863340248
SILVER,-0.0958054265420303,STOP_SAME,0,2013-12-18 20:43:00,2013-12-18 20:43:00,19.919422792206372,19.809979228329478,False,-1.6646213091345035
GOLD,-0.009983048127898176,T1_T2,5,2013-12-20 10:39:00,2013-12-20 12:15:00,1193.307871345079,1196.0546769753469,True,-0.17942930904432347
GOLD,-0.15812176062177646,STOP_SAME,0,2013-12-20 13:01:00,2013-12-20 13:11:00,1193.3533804866122,1190.2318373597423,False,-2.8522209635682536
GOLD,-0.1457523422527615,STOP,1,2013-12-20 13:18:00,2013-12-20 13:30:00,1193.0019217646602,1189.8123045838315,False,-2.7881480673346815
SILVER,-0.10748080267127086,STOP,1,2013-12-23 01:04:00,2013-12-23 01:41:00,19.352571966305696,19.28406098247966,False,-2.1774598712316884
SILVER,0.017125791111839178,T1_T2,5,2013-12-23 04:11:00,2013-12-23 09:26:00,19.336336956957656,19.41255177182764,True,0.3627498700652403
GOLD,-0.08578803113343925,T1_STOP,7,2013-12-23 01:30:00,2013-12-23 09:45:00,1201.2479544505352,1198.2747209108536,True,-1.817118808911238
GOLD,0.03019783732705964,T1_T2,13,2013-12-26 20:11:00,2013-12-27 13:52:00,1210.8458051403684,1218.6564213518288,True,0.6587980691822864
GOLD,-0.17345916632934605,STOP,2,2013-12-30 00:19:00,2013-12-30 01:18:00,1213.0839395150363,1210.5429702874349,False,-3.7349849311261156
GOLD,-0.16720252854256465,STOP_SAME,0,2013-12-30 01:19:00,2013-12-30 01:20:00,1212.8882567492444,1210.419259769997,False,-3.890914937324091
GOLD,-0.10853525921910409,STOP,3,2014-01-02 09:20:00,2014-01-02 12:24:00,1219.4774036032245,1216.1591676288372,False,-2.7388184391910646
SILVER,0.024954912647795355,T1_T2,1,2014-01-02 12:36:00,2014-01-02 13:04:00,19.878446578715305,20.00875124627968,True,0.6662141897555627
GOLD,0.005508437350101461,T1_T2_SAME,0,2014-01-02 13:18:00,2014-01-02 13:23:00,1216.6401757975332,1220.3693354289207,True,0.1451235149008018
SILVER,-0.0766705962893106,STOP,2,2014-01-02 20:37:00,2014-01-02 21:03:00,20.035982489956623,19.956869351808407,False,-2.0140929717112135
GOLD,-0.0047770076139871075,T1_T2,3,2014-01-02 20:35:00,2014-01-03 00:37:00,1223.0974564413825,1226.0343840019434,True,-0.12548927394325995
GOLD,-0.0701041771136584,T1_STOP,5,2014-01-03 11:30:00,2014-01-03 13:03:00,1230.4659289142894,1227.528105440456,True,-1.9239247794555554
GOLD,-0.12362068340328775,STOP,1,2014-01-03 13:04:00,2014-01-03 13:21:00,1229.975809753646,1227.2895314802547,False,-3.528387954639424
SILVER,-0.08123896232670474,STOP_SAME,0,2014-01-03 20:04:00,2014-01-03 20:08:00,20.133169303777255,20.07273686869987,False,-2.494777534494375
GOLD,-0.1056336090059875,STOP_SAME,0,2014-01-06 00:00:00,2014-01-06 00:09:00,1234.8980193650134,1232.1319377913037,False,-3.4142728378326526
GOLD,-0.08141466459496753,STOP,3,2014-01-06 08:29:00,2014-01-06 09:01:00,1237.987148858044,1234.7183090743267,False,-2.8243327939967666
GOLD,-0.06909725908609769,STOP_SAME,0,2014-01-06 15:14:00,2014-01-06 15:14:00,1237.5782560041011,1233.9369873684925,False,-2.5405398078378694
GOLD,0.012051595642884263,T1_T2,2,2014-01-06 15:15:00,2014-01-06 15:48:00,1237.1509547709395,1242.7996422493545,True,0.46682805263476357
SILVER,0.012360943417636027,T1_T2,1,2014-01-06 18:46:00,2014-01-06 19:12:00,20.11971357131851,20.212646244962134,True,0.47438178789873764
GOLD,0.01049057104964677,T1_T2,11,2014-01-06 18:21:00,2014-01-07 06:32:00,1237.8436396667155,1242.9922158161291,True,0.4026016204806729
SILVER,-0.05315868693803371,STOP,3,2014-01-07 07:33:00,2014-01-07 08:20:00,20.14749520362566,20.067401181746774,False,-2.0049303272743986
GOLD,-0.08273238209607206,STOP,2,2014-01-07 07:46:00,2014-01-07 08:22:00,1239.5444864872773,1236.5551303624627,False,-3.120330306604895
SILVER,-0.0493405538221365,STOP,1,2014-01-07 08:22:00,2014-01-07 08:32:00,20.12889386226511,20.052690497594643,False,-2.0734669878381213
GOLD,-0.014977714275611701,T1_T2,2,2014-01-09 08:50:00,2014-01-09 09:36:00,1224.894415041969,1226.9582374178165,True,-0.6566480179351567
GOLD,-0.044708510387523215,T1_STOP,1,2014-01-09 13:45:00,2014-01-09 14:11:00,1226.2499133242798,1223.3790512685657,True,-1.9861802184341824
GOLD,-0.06863308973847798,STOP_SAME,0,2014-01-09 14:12:00,2014-01-09 14:13:00,1226.1102064575027,1223.196839715775,False,-3.1751609800431826
GOLD,-0.011137683614663512,T1_T2,10,2014-01-10 09:09:00,2014-01-10 13:16:00,1232.3247567127282,1234.5331247423815,True,-0.550200253986857
SILVER,-0.001830353165646989,T1_T2,1,2014-01-10 13:28:00,2014-01-10 13:30:00,19.722730266921605,19.771416334107524,True,-0.09142527419995068
