asset,pnl,exit_reason,entry_time,exit_time,entry_price,exit_price,r_multiple,risk_used
SILVER,-43.90848676054887,STOP,2020-01-06 05:37:00,2020-01-06 07:47:00,18.422689666521517,18.285726186824114,-1.463616225351629,30.0
SILVER,-44.94228669988466,STOP,2020-01-06 09:30:00,2020-01-06 15:23:00,18.402803672286023,18.278844733835683,-1.5203279904766676,29.560915132394513
SILVER,14.908825376903394,TARGET_SAME,2020-01-07 13:16:00,2020-01-07 13:28:00,18.160624214717014,18.235225520681816,0.5121285175279475,29.111492265395665
SILVER,18.726352262001512,TARGET_SAME,2020-01-07 15:00:00,2020-01-07 15:09:00,18.18148744972629,18.282773030768812,0.6399856711570154,29.260580519164698
SILVER,20.555794888367856,TARGET,2020-01-07 15:57:00,2020-01-07 16:54:00,18.201598384467534,18.322555609513866,0.6980407414274683,29.447844041784712
GOLD,55.243630417476055,TARGET,2020-01-06 04:30:00,2020-01-07 23:24:00,1578.7800226836414,1619.120459992287,0.9207271736246009,60.0
SILVER,20.596913444569225,TARGET,2020-01-07 20:25:00,2020-01-07 23:16:00,18.349993709748308,18.47055417890821,0.6945885484252652,29.65340199066839
SILVER,-38.49764660632226,STOP,2020-01-08 01:45:00,2020-01-08 12:58:00,18.56423703079991,18.338046107967326,-1.2658782841445377,30.411807429288842
GOLD,-67.17885533684327,STOP,2020-01-08 01:45:00,2020-01-09 06:37:00,1593.3002804788186,1546.8789635159253,-1.1044863987949793,60.823614858577685
GOLD,48.782836090458204,TARGET,2020-01-10 04:30:00,2020-01-10 07:59:00,1549.7416332164837,1568.181133939537,0.8309106730174118,58.710084819714375
GOLD,49.844330790760864,TARGET,2020-01-10 08:07:00,2020-01-10 12:04:00,1551.3767287675864,1570.3089867035778,0.835112867887953,59.68574154152354
SILVER,-62.45429904344317,STOP,2020-01-10 12:10:00,2020-01-10 13:25:00,17.93534829942771,17.866738856966094,-2.0583913696523095,30.34131407866938
GOLD,50.70214745564664,TARGET,2020-01-10 13:15:00,2020-01-10 13:30:00,1550.5953370745353,1571.849438993621,0.8530897806006914,59.43354217646989
GOLD,51.91340743938131,TARGET_SAME,2020-01-10 13:30:00,2020-01-10 13:30:00,1550.523033704123,1572.6444305272544,0.8588168961841677,60.447585125582826
GOLD,53.84548778084601,TARGET,2020-01-10 13:51:00,2020-01-10 14:04:00,1550.9663942764755,1576.1317212584504,0.8757378309538849,61.485853274370456
GOLD,54.93780166624361,TARGET_SAME,2020-01-10 14:00:00,2020-01-10 14:04:00,1551.2785402513414,1576.9456008842176,0.8781230080888692,62.56276302998737
SILVER,19.66534653201987,TARGET,2020-01-10 19:37:00,2020-01-13 03:18:00,18.09020166496905,18.185115903432536,0.617809528310577,31.830759531656124
SILVER,-58.86217191374208,STOP,2020-01-13 04:13:00,2020-01-13 07:06:00,18.073891124093798,17.991343492716634,-1.8378684509828878,32.027412996976324
SILVER,13.921292351728262,TARGET,2020-01-14 07:16:00,2020-01-14 07:41:00,17.786457142662755,17.850414913523498,0.4428062207830914,31.438791277838902
SILVER,13.929907659519086,TARGET_SAME,2020-01-14 07:33:00,2020-01-14 07:41:00,17.78496103878432,17.84872092110203,0.4411269176701432,31.578004201356183
SILVER,-53.762231252709746,STOP,2020-01-14 08:01:00,2020-01-14 09:15:00,17.797237307985746,17.70294475436414,-1.6950442091993092,31.717303277951373
SILVER,-55.00823761890133,STOP_SAME,2020-01-15 03:43:00,2020-01-15 03:43:00,17.828157830466424,17.740620832536493,-1.7642334980880972,31.17968096542428
SILVER,19.340364548049443,TARGET,2020-01-15 08:28:00,2020-01-15 08:55:00,17.854191660515223,17.951338109968194,0.6314272938218196,30.629598589235265
SILVER,-55.57198885219709,STOP,2020-01-15 12:01:00,2020-01-15 13:13:00,17.860229650007987,17.77589315204649,-1.802938871074885,30.82300223471576
SILVER,15.651235840442995,TARGET,2020-01-16 01:01:00,2020-01-16 02:05:00,18.00547835172899,18.08020550736502,0.5171007975353027,30.267282346193788
SILVER,14.878701769941758,TARGET_SAME,2020-01-16 02:02:00,2020-01-16 02:05:00,18.00810544833132,18.078732143394763,0.48904819120716087,30.42379470459822
SILVER,-66.58191205586358,STOP,2020-01-16 13:29:00,2020-01-16 14:37:00,17.984204630138663,17.92055223493566,-2.177830863636325,30.572581722297638
SILVER,11.99890115811895,TARGET,2020-01-16 14:32:00,2020-01-16 14:47:00,17.98147060877527,18.04163046288853,0.4012102987510004,29.906762601739
SILVER,12.046605595001035,TARGET_SAME,2020-01-16 14:45:00,2020-01-16 14:47:00,17.97951873525024,18.039670596657842,0.401195765367341,30.02675161332019
SILVER,-47.197376742976104,STOP,2020-01-16 17:33:00,2020-01-17 01:01:00,17.99633105534833,17.883337173405444,-1.565563272231439,30.147217669270198
SILVER,14.238748236006549,TARGET,2020-01-17 01:18:00,2020-01-17 03:15:00,17.94665062428523,18.015785101083395,0.4798190802780048,29.675243901840435
SILVER,10.281614766098368,TARGET,2020-01-17 08:35:00,2020-01-17 10:37:00,18.024589599982665,18.079695217321003,0.34481661650516937,29.8176313842005
SILVER,12.85397042962079,TARGET_SAME,2020-01-17 13:41:00,2020-01-17 13:43:00,18.071434755530642,18.13491065930476,0.42960488528565427,29.920447531861484
SILVER,-54.194752678417224,STOP,2020-01-17 13:45:00,2020-01-17 14:05:00,18.07766795957331,17.992355485136912,-1.8035467302939627,30.048987236157693
GOLD,56.84757466013198,TARGET,2020-01-10 19:03:00,2020-01-20 04:44:00,1558.908869255459,1588.3128241420268,0.8929660412846306,63.66151906331225
GOLD,51.723585573732365,TARGET,2020-01-20 05:15:00,2020-01-20 05:43:00,1560.0454950103724,1582.4752892420604,0.8598952468403479,60.151030911949675
GOLD,52.958823397353896,TARGET,2020-01-20 06:51:00,2020-01-20 07:43:00,1561.1546374696509,1584.550658433377,0.8655452864920828,61.18550262342432
GOLD,53.36144092448276,TARGET_SAME,2020-01-20 07:30:00,2020-01-20 07:43:00,1561.6504413746436,1583.6897798484183,0.8572851800898742,62.2446790913714
GOLD,54.90751904287715,TARGET,2020-01-20 07:57:00,2020-01-20 08:31:00,1561.6731285224032,1585.3805000724892,0.8672542157638106,63.311907909861056
GOLD,55.53361566677964,TARGET_SAME,2020-01-20 08:30:00,2020-01-20 08:31:00,1561.4482558395214,1584.2745385222763,0.8621885640302542,64.4100582907186
GOLD,56.8727866531885,TARGET,2020-01-20 10:15:00,2020-01-20 11:00:00,1561.4116653461504,1585.2522125812595,0.8680120952385932,65.5207306040542
SILVER,-72.90413407937196,STOP,2020-01-20 08:07:00,2020-01-20 13:00:00,18.07472509064903,18.015155103431454,-2.303014914134877,31.655953954930528
GOLD,55.86269039057248,TARGET,2020-01-20 13:15:00,2020-01-20 16:01:00,1560.3220878484892,1582.2657511560408,0.8567883677871115,65.20010365553053
GOLD,56.27895516126758,TARGET,2020-01-20 23:00:00,2020-01-21 00:03:00,1561.9707119635405,1582.7458599146287,0.8486308458894298,66.31735746334196
SILVER,5.108678856291345,TARGET,2020-01-21 00:30:00,2020-01-21 01:07:00,18.069377759670477,18.11201917470205,0.15149633501646215,33.72146828328366
SILVER,3.5550828753256223,TARGET_SAME,2020-01-21 01:00:00,2020-01-21 01:07:00,18.06857666088469,18.109010537950684,0.10526544017065516,33.772555071846575
SILVER,6.955523755091495,TARGET,2020-01-21 02:10:00,2020-01-21 02:38:00,18.081632170538004,18.12722006611999,0.20573538711519734,33.808105900599834
GOLD,59.05333009741612,TARGET_SAME,2020-01-21 03:05:00,2020-01-21 03:13:00,1566.1176586860806,1590.6972036879433,0.8715674003674685,67.7553222763015
SILVER,10.804845132072684,TARGET,2020-01-21 05:40:00,2020-01-21 07:15:00,18.115531663484308,18.16838305875514,0.313472907644042,34.46819443912491
SILVER,17.793142897349476,TARGET,2020-01-22 13:33:00,2020-01-22 13:48:00,17.80212992322266,17.875632612459384,0.5146060245390689,34.57624289044564
GOLD,60.575447000492076,TARGET,2020-01-21 03:15:00,2020-01-22 20:25:00,1566.143326078255,1592.1838938300248,0.8787151167357461,68.93638887824982
GOLD,63.104982438251945,TARGET_SAME,2020-01-22 20:15:00,2020-01-22 20:25:00,1557.71495199083,1586.91938255212,0.8923233812779379,70.7198575788481
SILVER,24.150055288805,TARGET,2020-01-22 15:23:00,2020-01-23 00:53:00,17.83599081068394,17.953287382847382,0.6948821475902822,34.75417431941913
SILVER,25.205712144953747,TARGET,2020-01-23 15:34:00,2020-01-23 16:13:00,17.722022319422106,17.838870649590724,0.6956662288823773,36.232479166694624
SILVER,24.470809842156363,TARGET,2020-01-23 18:58:00,2020-01-24 13:29:00,17.795935825205124,17.904354185841285,0.670717304692955,36.48453628814416
GOLD,64.75290645832686,TARGET,2020-01-22 20:37:00,2020-01-24 14:45:00,1557.759047264391,1589.0932562976166,0.8995713502700766,71.98195722761315
SILVER,21.27733671549564,TARGET,2020-01-24 14:27:00,2020-01-24 14:45:00,17.851484350410605,17.93655265299142,0.5793023262759563,36.72924438656573
GOLD,68.43536014664494,TARGET,2020-01-24 17:44:00,2020-01-26 23:01:00,1570.3598275122424,1605.7672701150193,0.910297754817848,75.1790936366079
SILVER,22.223378166262762,TARGET,2020-01-27 03:59:00,2020-01-27 10:34:00,18.21546347596556,18.3025439183626,0.5806405389188728,38.273900419770406
SILVER,25.048490565788892,TARGET,2020-01-27 12:19:00,2020-01-27 14:22:00,18.256558392813353,18.361383389610566,0.6506754791200945,38.49613420143303
SILVER,-57.88663498695374,STOP,2020-01-27 16:04:00,2020-01-27 17:30:00,18.22895630297001,18.100613647856818,-1.4939789927725604,38.74661910709092
SILVER,27.877780480458604,TARGET,2020-01-29 11:02:00,2020-01-29 19:45:00,17.506455920476064,17.63680996295967,0.7304014113113876,38.167752757221386
SILVER,21.833670322422307,TARGET,2020-01-30 05:43:00,2020-01-30 07:25:00,17.59334308116483,17.674963223431366,0.5678970248615267,38.44653056202597
GOLD,69.84568888776639,TARGET,2020-01-27 00:17:00,2020-01-30 07:39:00,1577.8467811871521,1614.3057749905952,0.912445401719334,76.54780083954081
GOLD,69.00390209368928,TARGET_SAME,2020-01-30 07:30:00,2020-01-30 07:39:00,1582.9218359472693,1608.7654439619366,0.8764999346028701,78.7266483082557
GOLD,71.0443692626907,TARGET,2020-01-30 07:46:00,2020-01-30 13:30:00,1582.7743963156993,1611.0058239296332,0.886871458860656,80.10672635012949
SILVER,16.70414308124544,TARGET,2020-01-30 13:00:00,2020-01-30 13:35:00,17.71364353069347,17.77452009532465,0.4170472029585925,40.053363175064746
GOLD,70.60970459857239,TARGET_SAME,2020-01-30 13:30:00,2020-01-30 13:30:00,1584.5760705500236,1607.801598277465,0.8625487564247838,81.86169659700822
GOLD,73.38698876428441,TARGET,2020-01-30 14:15:00,2020-01-30 15:40:00,1584.4084677310468,1611.325004566362,0.8812724871758193,83.27389068897966
GOLD,76.75490602147943,TARGET,2020-01-30 15:46:00,2020-01-30 17:40:00,1583.7672515544464,1617.7361989339206,0.9057520559962103,84.74163046426534
SILVER,-62.242913714895884,STOP,2020-01-30 19:28:00,2020-01-31 01:03:00,17.926699320581502,17.78804315882078,-1.4428668016496273,43.13836429234747
SILVER,24.07853728434791,TARGET,2020-01-31 01:00:00,2020-01-31 01:49:00,17.85016936766931,17.932683258869933,0.5663414716494546,42.51593515519851
SILVER,25.125063138330162,TARGET,2020-01-31 02:00:00,2020-01-31 14:42:00,17.83917175580173,17.925901960896457,0.5876283968470382,42.75672052804199
GOLD,78.77588221408992,TARGET,2020-01-30 17:30:00,2020-01-31 16:09:00,1583.8858563177002,1620.746388144177,0.91306060749346,86.27672858469494
GOLD,78.76404008877435,TARGET,2020-01-31 16:32:00,2020-01-31 17:35:00,1587.8445439428385,1619.6716268565885,0.8992205418419386,87.59145996313237
GOLD,80.40800394814298,TARGET,2020-01-31 17:30:00,2020-01-31 20:07:00,1589.1953103905732,1621.8851358430907,0.9017712575156507,89.16674076490784
SILVER,28.89927012386492,TARGET,2020-01-31 19:33:00,2020-01-31 20:43:00,17.995375705881965,18.097974079732214,0.6482073893461948,44.58337038245392
SILVER,28.074053074249807,TARGET_SAME,2020-01-31 20:43:00,2020-01-31 20:43:00,18.00808667842495,18.101788195165813,0.6146287047470734,45.676443123174
SILVER,31.646289600428055,TARGET_SAME,2020-01-31 20:45:00,2020-01-31 20:51:00,18.00553334402268,18.121549784926504,0.6886037629882296,45.9571836539165
GOLD,82.4994622804077,TARGET,2020-01-31 20:43:00,2020-02-02 23:00:00,1590.6269563759424,1623.794540177662,0.9030854488596496,91.352886246348
GOLD,84.68570349006515,TARGET,2020-02-02 23:01:00,2020-02-02 23:19:00,1591.54465241442,1623.383477214314,0.8990249121996668,94.19728234544971
SILVER,34.22857026409305,TARGET,2020-02-03 00:36:00,2020-02-03 01:08:00,18.033534772353885,18.1600440882541,0.7139058210609888,47.945498207625505
SILVER,34.39489337704122,TARGET_SAME,2020-02-03 01:00:00,2020-02-03 01:08:00,18.030441960623044,18.156216618222988,0.7122897468427526,48.287783910266434
GOLD,-109.01968135228167,STOP,2020-02-02 23:28:00,2020-02-04 15:12:00,1592.3133203767454,1556.3785003800292,-1.1369125927128503,95.89099641525101
SILVER,24.844482270743022,TARGET,2020-02-05 13:15:00,2020-02-05 13:51:00,17.57983638354338,17.653636862474908,0.522584761560856,47.54153603051404
SILVER,32.10944374126286,TARGET,2020-02-05 16:45:00,2020-02-06 07:53:00,17.605244858026197,17.71288484063773,0.6718865161273316,47.78998085322147
GOLD,77.3252636027949,TARGET,2020-02-06 06:51:00,2020-02-06 10:10:00,1558.7062318696376,1575.1146368141042,0.8090112427569899,95.57996170644294
SILVER,22.50433280450673,TARGET,2020-02-06 12:03:00,2020-02-06 12:52:00,17.740540168067245,17.806411630152468,0.46035884625985873,48.884327926662046
SILVER,23.897684685442442,TARGET,2020-02-06 13:27:00,2020-02-06 13:45:00,17.751532786550374,17.820823511987175,0.48662167881352913,49.10937125470711
SILVER,28.026928301480922,TARGET,2020-02-06 14:38:00,2020-02-06 15:05:00,17.770046747024466,17.85249498951301,0.5679405568713265,49.348348101561534
SILVER,30.722298415308423,TARGET_SAME,2020-02-06 15:00:00,2020-02-06 15:05:00,17.774253509937576,17.867813048783486,0.619044011990879,49.628617384576344
SILVER,32.11288704803826,TARGET,2020-02-06 15:18:00,2020-02-06 15:34:00,17.77477591812507,17.874657480028684,0.6430829402472183,49.93584036872943
SILVER,31.76708495899505,TARGET_SAME,2020-02-06 15:30:00,2020-02-06 15:34:00,17.774341743750064,17.871229227558498,0.6320931293686289,50.25696923920981
GOLD,83.07171249273308,TARGET,2020-02-06 11:42:00,2020-02-06 16:05:00,1565.7657611142897,1586.7371950400202,0.8496763279364312,97.76865585332409
GOLD,86.09898640848046,TARGET_SAME,2020-02-06 16:00:00,2020-02-06 16:05:00,1567.9462374579812,1587.3576981692424,0.8374514941167348,102.81071442745419
SILVER,37.155426644724564,TARGET,2020-02-06 16:15:00,2020-02-06 17:44:00,17.77033940176564,17.893695808195893,0.7108862341079463,52.2663470778119
GOLD,80.14814205968729,TARGET,2020-02-06 20:46:00,2020-02-07 01:20:00,1569.7617693090253,1582.9705766582833,0.7613158960831984,105.2758026885183
GOLD,77.51519113811035,TARGET,2020-02-07 01:29:00,2020-02-07 06:37:00,1570.7084959539616,1582.1845277793047,0.7252627849314119,106.87876552971204
GOLD,75.31018480783055,TARGET,2020-02-07 07:15:00,2020-02-07 07:36:00,1569.7164992501928,1580.0285592754367,0.6945571446621667,108.42906935247424
GOLD,76.81912000447647,TARGET_SAME,2020-02-07 07:30:00,2020-02-07 07:36:00,1569.6877265910844,1580.1441836150661,0.6987668095434199,109.93527304863085
GOLD,80.04059260750307,TARGET,2020-02-07 07:46:00,2020-02-07 08:13:00,1569.6979332646222,1580.8715674374048,0.718035381149638,111.47165544872038
GOLD,81.36213875917836,TARGET_SAME,2020-02-07 08:00:00,2020-02-07 08:13:00,1569.7617575132929,1580.9967099774365,0.7195574723127319,113.07246730087043
GOLD,87.42826689106259,TARGET,2020-02-07 09:15:00,2020-02-07 10:23:00,1569.489680606325,1582.747530281798,0.7622361628733976,114.699710076054
GOLD,89.35143511350826,TARGET,2020-02-07 11:22:00,2020-02-07 12:59:00,1570.7392125457702,1584.2979386203756,0.7673057827257586,116.44827541387525
SILVER,-73.80660110937217,STOP,2020-02-06 17:45:00,2020-02-07 13:06:00,17.813429874424667,17.663565811779808,-1.4021569862116423,52.63790134425915
GOLD,94.04501160921585,TARGET,2020-02-07 13:15:00,2020-02-07 14:26:00,1571.5025010070704,1587.7421852453167,0.8054614461768907,116.75917209395797
GOLD,100.70879498065868,TARGET,2020-02-07 15:10:00,2020-02-07 19:48:00,1573.324105518995,1594.282179588411,0.8488598582762963,118.64007232614229
SILVER,37.28719729937203,TARGET,2020-02-07 19:35:00,2020-02-07 19:58:00,17.7050971918429,17.800691075911633,0.6285767796376471,59.320036163071144
SILVER,37.48063066611083,TARGET_SAME,2020-02-07 19:58:00,2020-02-07 19:58:00,17.70554290167536,17.79835709154066,0.6174733621578409,60.69999608587145
GOLD,102.80656404127174,TARGET,2020-02-07 20:31:00,2020-02-07 20:50:00,1574.0694076930959,1594.0759677077626,0.8416446718937041,122.14960478506511
GOLD,104.15820283257668,TARGET_SAME,2020-02-07 20:46:00,2020-02-07 20:50:00,1574.0812797209962,1593.7075117349298,0.838594143327819,124.20573606589055
GOLD,107.08989593457173,TARGET,2020-02-07 21:00:00,2020-02-10 00:27:00,1574.0466179281784,1594.8915383414153,0.8479755214485125,126.28890012254207
SILVER,42.83765428984597,TARGET,2020-02-07 20:07:00,2020-02-10 01:00:00,17.733220819704872,17.852394300076906,0.7013965270738823,61.074802392532554
GOLD,108.65572132500819,TARGET,2020-02-10 01:00:00,2020-02-10 02:10:00,1576.134189965203,1596.0122482537922,0.8404197033650955,129.2874511270304
SILVER,37.48402786511144,TARGET,2020-02-10 04:52:00,2020-02-10 08:41:00,17.711118887541943,17.793740262984905,0.5702702967582776,65.73028277676529
GOLD,110.17660593247118,TARGET,2020-02-10 04:30:00,2020-02-10 10:43:00,1575.3320081998281,1594.9130549772417,0.838096241778356,131.46056555353059
GOLD,101.28540517160442,TARGET_SAME,2020-02-10 10:43:00,2020-02-10 10:43:00,1576.5466656311994,1589.3920226910473,0.7535343958465454,134.41377822948223
SILVER,31.00007929613292,TARGET_SAME,2020-02-10 12:22:00,2020-02-10 12:24:00,17.76022209219011,17.8254468939804,0.45441506897046324,68.21974316645716
SILVER,33.66875770169783,TARGET,2020-02-10 12:40:00,2020-02-10 12:48:00,17.760201901991007,17.83016546369178,0.4913013788820747,68.52974395941848
