pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple,risk_used
55.243630417476055,TARGET,163,2020-01-06 04:30:00,2020-01-07 23:24:00,1578.7800226836414,1619.120459992287,0.9207271736246009,60.0
54.846307824043066,TARGET,160,2020-01-06 05:15:00,2020-01-07 23:24:00,1579.2815346984532,1616.4871171359532,0.9141051304007177,60.0
54.200942726143126,TARGET,150,2020-01-06 07:45:00,2020-01-07 23:24:00,1578.2577909124818,1611.258147220517,0.9033490454357188,60.0
-70.61565249955372,STOP,43,2020-01-08 06:14:00,2020-01-08 16:46:00,1594.5217664813451,1552.3807877913628,-1.1158211295346994,63.285817619353246
-69.89832479719533,STOP,111,2020-01-08 01:45:00,2020-01-09 06:37:00,1593.3002804788186,1546.8789635159253,-1.1044863987949796,63.285817619353246
-69.49279890613558,STOP,107,2020-01-08 02:45:00,2020-01-09 06:37:00,1596.2878358573994,1546.9038083348612,-1.0980785509340436,63.285817619353246
50.25568117965534,TARGET,26,2020-01-10 01:15:00,2020-01-10 07:59:00,1552.6623571391845,1573.5815228117456,0.8505559959281022,59.08568209529555
49.71595308679922,TARGET,20,2020-01-10 02:45:00,2020-01-10 07:59:00,1551.1509549708896,1570.83827602793,0.8414213278712008,59.08568209529555
50.146760958640144,TARGET,16,2020-01-10 03:45:00,2020-01-10 07:59:00,1550.4475138111397,1571.0806098578557,0.8487125675855212,59.08568209529555
51.850529496901466,TARGET,16,2020-01-10 08:07:00,2020-01-10 12:04:00,1551.3767287675864,1570.3089867035778,0.835112867887953,62.08804999979745
52.73564146416621,TARGET,15,2020-01-10 08:15:00,2020-01-10 12:04:00,1551.3515716068966,1572.0872166460886,0.8493686218900134,62.08804999979745
54.41678666016224,TARGET,6,2020-01-10 12:12:00,2020-01-10 13:30:00,1550.8033123119103,1571.3275284038655,0.847880629071161,64.1797734190188
54.98658659268207,TARGET,4,2020-01-10 12:30:00,2020-01-10 13:30:00,1550.7919936462067,1572.5970986691964,0.8567588145518062,64.1797734190188
56.997823114506595,TARGET_SAME,0,2020-01-10 13:30:00,2020-01-10 13:30:00,1550.523033704123,1572.6444305272544,0.8588168961841677,66.36784088407569
59.11913202058082,TARGET,1,2020-01-10 13:51:00,2020-01-10 14:04:00,1550.9663942764755,1576.1317212584504,0.8757378309538848,67.50779734636582
60.318427476154845,TARGET_SAME,0,2020-01-10 14:00:00,2020-01-10 14:04:00,1551.2785402513414,1576.9456008842176,0.8781230080888692,68.69017998677744
61.99644858269127,TARGET,14,2020-01-10 19:30:00,2020-01-13 00:09:00,1559.5403878144289,1587.3829570995563,0.8869743911674499,69.89654853630053
61.88475649248561,TARGET_SAME,0,2020-01-13 00:00:00,2020-01-13 00:09:00,1560.8453651410393,1585.034029980765,0.8699440661166523,71.13647750795437
62.31114278927153,TARGET,36,2020-01-13 04:00:00,2020-01-13 13:08:00,1558.8038302246966,1581.388361446077,0.8609582744538873,72.37417263780407
64.4275885204443,TARGET,10,2020-01-14 15:18:00,2020-01-14 17:48:00,1544.5870626759554,1569.5263726594055,0.8751323337573531,73.6203954935895
65.3143764102634,TARGET,23,2020-01-14 18:00:00,2020-01-15 00:50:00,1544.8651740511914,1569.1778492259946,0.8719168910501273,74.90894726399839
64.14267341181838,TARGET,14,2020-01-15 04:46:00,2020-01-15 08:28:00,1551.9691523394604,1571.6891057153075,0.8415991053061714,76.21523479220365
66.10958668755623,TARGET,8,2020-01-15 08:31:00,2020-01-15 10:34:00,1552.4843617159424,1573.758260225615,0.8530479676529362,77.49808826044001
68.25102054238879,TARGET,9,2020-01-15 11:15:00,2020-01-15 13:40:00,1554.3581527984568,1577.7156010059775,0.8659068522392805,78.82027999419114
70.70821025765254,TARGET,1,2020-01-15 13:45:00,2020-01-15 14:14:00,1552.8749787578865,1579.3768426568638,0.8818101310400425,80.18530040503892
72.57686463427149,TARGET,186,2020-01-15 14:15:00,2020-01-17 14:48:00,1556.2446105437077,1584.6505427125346,0.8894281963855737,81.59946461019196
63.35996242989464,TARGET,438,2020-01-13 01:15:00,2020-01-17 18:48:00,1560.2344792277222,1585.4911891717782,0.875449903199295,72.37417263780407
73.77448902862363,TARGET,1,2020-01-17 18:30:00,2020-01-17 18:48:00,1559.441970262065,1587.6170407279947,0.8883034200466114,83.0510019028774
62.415244245919325,TARGET,494,2020-01-10 19:03:00,2020-01-20 04:44:00,1558.908869255459,1588.3128241420268,0.8929660412846306,69.89654853630053
76.41697306653275,TARGET,30,2020-01-17 20:00:00,2020-01-20 04:44:00,1559.9317512420203,1588.7410063874381,0.8907062073720341,85.79369093204778
75.9195365610206,TARGET,28,2020-01-17 20:30:00,2020-01-20 04:44:00,1560.5113646628265,1587.866717431566,0.8849081527585995,85.79369093204778
77.18697251371455,TARGET,11,2020-01-20 13:15:00,2020-01-20 16:01:00,1560.3220878484892,1582.2657511560408,0.8567883677871114,90.08872600951722
77.11651824686565,TARGET,8,2020-01-20 14:00:00,2020-01-20 16:01:00,1561.392627985341,1583.231251313653,0.8560063135837758,90.08872600951722
