entry_time,exit_time,symbol,entry_price,exit_price,pnl,exit_reason,bars_held
2019-05-08 20:00:00+00:00,2019-05-09 00:30:00+00:00,US500,2883.0532761227496,2873.5326975927974,-13.796003861854206,STOP,5
2019-05-08 16:00:00+00:00,2019-05-09 02:15:00+00:00,US100,7626.397706568899,7595.167580337728,-11.796078686007517,STOP,24
2019-05-08 15:45:00+00:00,2019-05-09 07:30:00+00:00,GOLD,1280.5662753331542,1305.7918762759462,14.685887461041638,TARGET,40
2019-05-10 02:45:00+00:00,2019-05-10 03:15:00+00:00,US100,7587.903811535581,7554.571907525897,-10.876032571441318,STOP,2
2019-05-10 03:00:00+00:00,2019-05-10 03:15:00+00:00,US500,2867.22084012904,2855.955616852869,-11.684516441834857,STOP,1
2019-05-10 03:30:00+00:00,2019-05-10 03:45:00+00:00,US100,7578.808719914545,7542.627135151987,-9.551721232391374,STOP,1
2019-05-10 05:15:00+00:00,2019-05-10 12:30:00+00:00,US500,2858.969497136545,2846.949092407959,-9.93464957742279,STOP,25
2019-05-10 08:15:00+00:00,2019-05-10 12:30:00+00:00,US100,7561.360336857109,7529.595228561584,-9.939867227841306,STOP,16
2019-05-13 06:15:00+00:00,2019-05-13 07:00:00+00:00,US100,7509.868147966473,7488.214916800741,-12.276561837807204,STOP,3
2019-05-13 03:15:00+00:00,2019-05-13 07:15:00+00:00,US500,2855.305608889926,2846.5487999828338,-11.60660976542987,STOP,14
2019-05-13 18:15:00+00:00,2019-05-13 20:00:00+00:00,SILVER,14.726574699380972,14.673094436645682,-9.111032662015091,STOP,6
2019-05-14 06:45:00+00:00,2019-05-14 08:15:00+00:00,SILVER,14.780915647588449,14.745063814901526,-12.65355913134858,STOP,4
2019-05-14 13:00:00+00:00,2019-05-14 13:30:00+00:00,US500,2821.592474796805,2833.290523086732,5.3949322116189915,TARGET,2
2019-05-14 12:30:00+00:00,2019-05-14 13:45:00+00:00,US100,7366.775886669298,7345.52947464191,-9.91055460507512,STOP,5
2019-05-14 13:30:00+00:00,2019-05-14 13:45:00+00:00,US500,2820.950340632654,2832.775329214313,5.603721457644383,TARGET,1
2019-05-14 13:45:00+00:00,2019-05-14 14:15:00+00:00,US500,2821.100423458118,2834.2091626106935,5.971608798379944,TARGET,2
2019-05-14 14:00:00+00:00,2019-05-14 14:15:00+00:00,US100,7361.885260404825,7409.13489272875,7.2193009906520915,TARGET,1
2019-05-14 14:15:00+00:00,2019-05-14 18:00:00+00:00,SILVER,14.773391500634853,14.861066621976404,7.428987464686643,TARGET,15
2019-05-14 20:30:00+00:00,2019-05-15 09:45:00+00:00,US500,2837.7243051367614,2828.644543142175,-10.061614285362152,STOP,31
2019-05-14 20:00:00+00:00,2019-05-15 10:30:00+00:00,US100,7413.1478556890115,7386.503562036082,-9.178503905649027,STOP,35
2019-05-15 12:30:00+00:00,2019-05-15 13:00:00+00:00,SILVER,14.8040999542606,14.767713322024607,-11.841373300819244,STOP,2
2019-05-15 14:00:00+00:00,2019-05-15 14:45:00+00:00,SILVER,14.797790736094742,14.857930297843442,5.034356560528023,TARGET,3
2019-05-15 15:00:00+00:00,2019-05-15 15:30:00+00:00,SILVER,14.78951924716018,14.861340421076758,5.992849632217387,TARGET,2
2019-05-16 00:00:00+00:00,2019-05-16 01:00:00+00:00,US100,7501.694441544098,7478.727860769993,-9.467551302496908,STOP,1
2019-05-15 15:30:00+00:00,2019-05-16 02:45:00+00:00,SILVER,14.786781927810157,14.747153189237254,-10.74219152597967,STOP,25
2019-05-16 05:45:00+00:00,2019-05-16 08:15:00+00:00,US500,2844.0218464272007,2853.5006920982273,3.7622702836730975,TARGET,6
2019-05-16 05:30:00+00:00,2019-05-16 08:30:00+00:00,US100,7488.654879684432,7520.937511483899,5.046165432592337,TARGET,8
2019-05-16 13:00:00+00:00,2019-05-16 13:45:00+00:00,US100,7518.910818446763,7565.760337403234,6.720212405040478,TARGET,3
2019-05-16 19:15:00+00:00,2019-05-17 03:15:00+00:00,US500,2877.9759971392577,2869.64153670263,-9.71636156396567,STOP,16
2019-05-16 19:00:00+00:00,2019-05-17 06:15:00+00:00,US100,7583.448935099366,7554.714506111147,-7.809309688646483,STOP,25
2019-05-17 07:00:00+00:00,2019-05-17 08:30:00+00:00,US100,7564.406924785167,7541.669946359678,-8.516875529097065,STOP,6
2019-05-20 06:00:00+00:00,2019-05-20 08:45:00+00:00,US500,2867.458439727881,2860.9165591770693,-10.8347156929156,STOP,8
2019-05-20 13:15:00+00:00,2019-05-20 18:00:00+00:00,SILVER,14.33831928451891,14.536778562080858,7.063852800111083,TARGET,17
2019-05-21 06:15:00+00:00,2019-05-21 07:15:00+00:00,US100,7421.790767723095,7403.752794589694,-9.810584454711051,STOP,3
2019-05-21 07:00:00+00:00,2019-05-21 07:15:00+00:00,US500,2851.400779150097,2845.351598133319,-11.640942272400471,STOP,1
2019-05-21 09:00:00+00:00,2019-05-21 09:15:00+00:00,US100,7414.734420857656,7446.963186723129,4.031724366935209,TARGET,1
2019-05-21 08:30:00+00:00,2019-05-21 10:00:00+00:00,US500,2849.7813839116307,2859.198651486376,2.9461610880913427,TARGET,5
2019-05-21 00:30:00+00:00,2019-05-21 11:15:00+00:00,SILVER,14.407998162570948,14.359810456077485,-7.21993138343532,STOP,24
2019-05-21 13:45:00+00:00,2019-05-21 14:30:00+00:00,US100,7430.361632382803,7473.9263391356035,4.9134744032972515,TARGET,3
2019-05-22 00:30:00+00:00,2019-05-22 07:00:00+00:00,US500,2862.742503743255,2855.945298985692,-9.014998046725426,STOP,17
2019-05-21 19:45:00+00:00,2019-05-22 07:45:00+00:00,US100,7450.06631107332,7424.820275153007,-6.389081801382245,STOP,25
2019-05-21 12:00:00+00:00,2019-05-22 15:30:00+00:00,GOLD,1266.696744529368,1295.3687866868754,6.801251230809889,TARGET,75
2019-05-24 01:30:00+00:00,2019-05-24 07:15:00+00:00,SILVER,14.559494615739881,14.511857071490324,-6.1733569499291505,STOP,15
2019-05-24 11:45:00+00:00,2019-05-24 13:00:00+00:00,US500,2832.306363243786,2841.264324419512,2.541092462744391,TARGET,5
2019-05-24 11:30:00+00:00,2019-05-24 13:30:00+00:00,US100,7337.8966430765,7375.206115215161,4.197535898703561,TARGET,8
2019-05-24 14:00:00+00:00,2019-05-24 15:00:00+00:00,US500,2831.228412772896,2823.7236740324306,-7.527602740353304,STOP,3
2019-05-24 14:15:00+00:00,2019-05-24 15:00:00+00:00,US100,7337.1151622004,7311.425137590187,-5.875836925260171,STOP,2
