pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
-94.66021732700437,STOP,25,2021-03-08 09:15:00,2021-03-08 15:43:00,1689.8439052302062,1678.65018294699,-1.5307071046614926
-99.74614822068148,STOP,46,2021-03-11 14:22:00,2021-03-12 02:45:00,1723.9741615483606,1714.493572020806,-1.6638878679513458
140.56476257430657,TARGET,29,2021-03-16 07:11:00,2021-03-16 14:29:00,1726.3216286084196,1744.4459871735285,2.425507787768588
-116.98527652573722,STOP,11,2021-03-17 11:16:00,2021-03-17 14:02:00,1727.621237014416,1720.3114978239955,-1.9252395494037087
-101.91459016563024,STOP,1,2021-03-18 07:26:00,2021-03-18 07:36:00,1742.5104199132845,1733.7734536178837,-1.744386859530039
-92.53167876558135,STOP,3,2021-03-18 08:00:00,2021-03-18 08:47:00,1739.7526247838146,1729.9071365277848,-1.6410395643855127
-89.7067054566384,STOP,10,2021-03-18 10:30:00,2021-03-18 13:06:00,1732.1564122913237,1722.4024044143412,-1.644926758501447
129.30016114929566,TARGET,30,2021-03-19 13:00:00,2021-03-19 20:43:00,1732.6887061977905,1751.7500047611177,2.4515947537285236
-98.5982041376343,STOP,26,2021-03-22 01:15:00,2021-03-22 07:48:00,1734.0019541683314,1725.6423477957737,-1.782091214361632
125.08421726595776,TARGET,35,2021-03-23 01:24:00,2021-03-23 10:09:00,1732.6420815482124,1748.5711062921944,2.3443641571675116
126.5413989487875,TARGET,12,2021-04-05 02:40:00,2021-04-05 05:41:00,1724.2326332504108,1738.3744603001235,2.2654540856613274
132.0655132726532,TARGET,32,2021-04-05 06:01:00,2021-04-05 14:01:00,1721.834072668113,1735.8873448199254,2.261868400440362
137.5546988320855,TARGET,21,2021-04-06 06:58:00,2021-04-06 12:09:00,1730.60595177912,1744.5797225111933,2.2539195595257095
-158.10932746529645,STOP,5,2021-04-07 01:06:00,2021-04-07 02:28:00,1740.172628686995,1734.9120905283878,-2.478971908108181
-142.57662583674966,STOP,36,2021-04-07 02:15:00,2021-04-07 11:23:00,1738.1342213811313,1732.5502511993532,-2.35205039758647
-105.92326173782044,STOP,5,2021-04-19 11:47:00,2021-04-19 13:14:00,1779.1718960780136,1771.0139356925054,-1.8336456978378495
-119.08516348195099,STOP,11,2021-04-22 09:29:00,2021-04-22 12:14:00,1787.1862729927257,1780.710338231361,-2.1399713731926293
-98.83983752045123,STOP,1,2021-04-23 13:52:00,2021-04-23 14:02:00,1783.246513480434,1775.2333844602738,-1.8555787042192005
-92.47446371420494,STOP,1,2021-04-23 14:00:00,2021-04-23 14:17:00,1782.1176255839048,1773.7028345769752,-1.802989559120592
107.15515103398408,TARGET,42,2021-04-27 01:46:00,2021-04-27 12:21:00,1776.1172666116684,1788.9624942859484,2.167376433186321
-101.82548003909709,STOP,14,2021-04-29 06:41:00,2021-04-29 10:01:00,1778.851336184036,1771.6120282590612,-1.9740073641928666
-95.81788668436704,STOP,13,2021-04-29 10:01:00,2021-04-29 13:16:00,1773.425070533961,1765.97451533287,-1.9338934601968865
-100.46911543030687,STOP,26,2021-05-04 05:23:00,2021-05-04 11:51:00,1785.0668807940542,1778.469608196036,-2.109354602524442
-92.13253075713693,STOP,41,2021-05-12 02:15:00,2021-05-12 12:30:00,1829.3161950186498,1822.1217276306454,-2.0195254552208537
-89.47902460896297,STOP_SAME,0,2021-05-12 12:30:00,2021-05-12 12:30:00,1828.6125879368312,1821.5459538196253,-2.043915972181443
-76.42500675011865,STOP,8,2021-05-12 13:27:00,2021-05-12 15:25:00,1828.454725958681,1819.9630594615649,-1.8201348861147422
-72.49179138794821,STOP,77,2021-05-18 13:58:00,2021-05-19 10:14:00,1864.4523319894834,1855.549927341263,-1.7916837077118424
101.80553587563864,TARGET,203,2021-05-19 18:10:00,2021-05-23 23:58:00,1871.0941769666474,1900.0815311611502,2.6097081834902722
-93.25377433495345,STOP,27,2021-05-28 05:18:00,2021-05-28 12:10:00,1892.6310048510954,1886.2872511076312,-2.271909790241903
-95.04255493090417,STOP,10,2021-06-03 03:16:00,2021-06-03 05:45:00,1906.0293254166381,1900.1235528462748,-2.4257090840606694
-82.59642176768543,STOP,1,2021-06-03 06:15:00,2021-06-03 06:30:00,1902.5039199081996,1895.9199188803896,-2.2155396452612046
-73.53584163692004,STOP,4,2021-06-03 06:45:00,2021-06-03 07:47:00,1900.7112325544028,1893.468338431967,-2.0639571589008967
79.83534829251495,TARGET_SAME,0,2021-06-04 12:30:00,2021-06-04 12:30:00,1867.2011189151665,1884.1820362928015,2.3372472631868866
67.43443330921,TARGET,31,2021-06-07 05:17:00,2021-06-07 13:11:00,1886.2745180707925,1896.4617610984255,1.8860372912743568
-94.7323217269709,STOP,3,2021-06-08 07:25:00,2021-06-08 08:09:00,1896.033325423367,1890.4847129299983,-2.553208287183168
80.67430464772103,TARGET,6,2021-06-11 09:30:00,2021-06-11 11:08:00,1895.7060915888665,1911.824298493121,2.291323703802879
-69.41613545329172,STOP,7,2021-06-11 11:15:00,2021-06-11 13:05:00,1891.615288224088,1883.335668209581,-1.8851765012667798
-77.77173886143225,STOP,30,2021-06-15 08:18:00,2021-06-15 15:59:00,1863.1258644907082,1856.5988795822975,-2.1948482675898746
69.9280605014274,TARGET,12,2021-06-16 11:03:00,2021-06-16 14:02:00,1856.469817495695,1868.4097335851798,2.064094038057524
