pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
77.10142418074288,TARGET_SAME,0,2021-09-22 12:05:00,2021-09-22 12:14:00,1770.3388139934907,1786.6031650958457,2.3439132080883343
-62.671976147819954,STOP,4,2021-09-24 12:00:00,2021-09-24 13:04:00,1747.559660049826,1739.4421505593848,-1.8199369066360596
-65.5799633010119,STOP,6,2021-09-27 08:30:00,2021-09-27 10:04:00,1751.144959749801,1744.0311012241189,-1.9763176648848255
-61.1093023591473,STOP,77,2021-09-27 10:00:00,2021-09-28 06:17:00,1748.0714498627071,1740.6268785416312,-1.9173767448018022
-55.88965369592944,STOP_SAME,0,2021-09-29 14:15:00,2021-09-29 14:19:00,1733.6593414711442,1725.6339198052835,-1.8235320440721126
-51.44125239552956,STOP,8,2021-09-29 15:31:00,2021-09-29 17:34:00,1729.2062333983813,1720.512971060652,-1.741921428964676
58.19373614428545,TARGET,2,2021-10-01 12:15:00,2021-10-01 12:45:00,1750.0720270893828,1761.0638624176574,2.0417061979244924
62.48347231871072,TARGET,3,2021-10-04 06:43:00,2021-10-04 07:19:00,1757.5406432879304,1769.3786575520708,2.10620500478935
-66.096218624885,STOP,11,2021-10-05 03:05:00,2021-10-05 05:46:00,1761.5447047681753,1755.1533906288957,-2.1379259512707383
-64.14485514382167,STOP,29,2021-10-05 05:46:00,2021-10-05 13:09:00,1757.3268260720954,1751.0675590566125,-2.1674863122711083
-74.48177381091708,STOP,9,2021-10-06 02:12:00,2021-10-06 04:15:00,1756.0919505425818,1751.1136709993955,-2.630821277729587
-68.21734629435542,STOP,11,2021-10-06 04:15:00,2021-10-06 07:06:00,1753.8811057319413,1748.726991802241,-2.5433744549040482
54.543151066572655,TARGET,19,2021-10-07 02:43:00,2021-10-07 07:16:00,1758.928380603971,1771.279532688516,2.1425396054243784
-51.952777368992216,STOP,27,2021-10-08 14:38:00,2021-10-10 22:26:00,1755.7811788258418,1748.539773882743,-1.9569297186998116
59.49822454199601,TARGET,2,2021-10-12 12:38:00,2021-10-12 13:08:00,1754.4727306587863,1770.3129426774294,2.332435891163377
-62.985132648066845,STOP,2,2021-10-13 12:39:00,2021-10-13 13:06:00,1762.1221380811203,1756.4812427993766,-2.3590807776195795
