symbol,pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
SILVER,433.27072089671503,TARGET,10,2020-01-03 10:03:00,2020-01-03 12:38:00,18.19040128496285,18.321795832990638,2.166353604483575
SILVER,-399.6446174900244,STOP,3,2020-01-06 07:08:00,2020-01-06 07:47:00,18.378279199484517,18.304851803143155,-1.9982230874501221
SILVER,-449.3637787419759,STOP,4,2020-01-06 13:30:00,2020-01-06 14:37:00,18.392881081449648,18.330362399168152,-2.24681889370988
SILVER,-292.7803211049853,STOP,18,2020-01-08 08:23:00,2020-01-08 12:58:00,18.472800399810584,18.3497856978262,-1.5274014378317198
SILVER,-595.3507894908316,STOP_SAME,0,2020-01-10 13:25:00,2020-01-10 13:25:00,17.907487187609128,17.86525645696743,-3.2037450498356574
SILVER,375.1277873900985,TARGET,14,2020-01-12 23:04:00,2020-01-13 03:18:00,18.04966981826574,18.17857546106968,2.156865956571607
SILVER,-458.5461547990766,STOP_SAME,0,2020-01-15 03:43:00,2020-01-15 03:43:00,17.793268521107333,17.740620832536493,-2.5274669961761944
SILVER,-445.89703270829375,STOP,3,2020-01-15 12:20:00,2020-01-15 13:13:00,17.82478275563311,17.773383745429516,-2.588598044814743
SILVER,-412.3176175044856,STOP,3,2020-01-16 02:05:00,2020-01-16 02:57:00,17.9727921007996,17.91954127451461,-2.5243474745696513
SILVER,279.69243541532353,TARGET,1,2020-01-16 14:32:00,2020-01-16 14:47:00,17.951390681718635,18.04163046288853,1.8034205975021667
SILVER,-447.9570483724873,STOP,1,2020-01-16 15:22:00,2020-01-16 15:44:00,17.94944280454644,17.901447506968797,-2.7878168996635018
SILVER,311.91112873883776,TARGET,1,2020-01-17 15:14:00,2020-01-17 15:19:00,18.02668619516588,18.141599864787377,2.0557706621218084
SILVER,326.0555237494725,TARGET,43,2020-01-17 20:55:00,2020-01-20 13:00:00,18.019426848167544,18.135323220824958,2.064127308560426
SILVER,270.54268819030034,TARGET,5,2020-01-21 06:02:00,2020-01-21 07:15:00,18.085177802499167,18.165425378847054,1.6447963353735071
SILVER,-456.25241583074995,STOP,3,2020-01-23 01:54:00,2020-01-23 02:35:00,17.821048313487626,17.77158758967028,-2.685498666078851
SILVER,-340.8250392037012,STOP_SAME,0,2020-01-27 14:33:00,2020-01-27 14:44:00,18.21088151075759,18.144041420165912,-2.119956718554212
GOLD,419.69173380308575,TARGET,4,2020-01-30 14:36:00,2020-01-30 15:40:00,1572.963306686303,1607.801598277465,2.7260975128495315
SILVER,-300.7834348967962,STOP,16,2020-01-30 20:03:00,2020-01-31 01:04:00,17.86120550546722,17.780736202281947,-1.8527177465342994
SILVER,379.19442085279303,TARGET_SAME,0,2020-02-03 01:00:00,2020-02-03 01:08:00,17.96755463182307,18.156216618222988,2.425579493685602
SILVER,352.12029657422113,TARGET,1,2020-02-04 13:27:00,2020-02-04 13:44:00,17.665799509580026,17.79067315398675,2.1481836019435567
SILVER,-358.363685900757,STOP_SAME,0,2020-02-04 13:45:00,2020-02-04 13:58:00,17.677663049139316,17.611759400237034,-2.0962117516508516
SILVER,371.0159808313094,TARGET,3,2020-02-06 15:38:00,2020-02-06 16:27:00,17.72589800184585,17.871229227558498,2.2651862587371383
SILVER,-542.8814631508984,STOP_SAME,0,2020-02-07 06:16:00,2020-02-07 06:28:00,17.77375225511589,17.731471270131674,-3.170836265356001
SILVER,-437.00054633205275,STOP,3,2020-02-07 11:08:00,2020-02-07 12:19:00,17.76334670222925,17.714771709997276,-2.7252376849687545
SILVER,353.9576524266253,TARGET,11,2020-02-16 23:00:00,2020-02-17 02:09:00,17.675336545163496,17.835441675350264,2.3346101118854348
SILVER,-319.6500569110277,STOP,2,2020-02-17 07:56:00,2020-02-17 08:15:00,17.78184095526944,17.711637827185573,-2.0142754221281374
SILVER,-305.26495767795217,STOP_SAME,0,2020-02-19 13:48:00,2020-02-19 13:59:00,18.277311208073847,18.204621874106902,-2.0043749570823053
SILVER,384.47070873738346,TARGET,62,2020-02-20 01:11:00,2020-02-20 16:44:00,18.27591893976618,18.574598776315465,2.6298660317165323
SILVER,396.83303526676434,TARGET,2,2020-02-21 14:18:00,2020-02-21 14:50:00,18.419290534705834,18.683549310068493,2.578789694375956
